elapsed_time,current_x
0.39229702949523926,0.0
0.5066311359405518,0.00547
0.6075553894042969,0.05046
0.7207207679748535,0.14556
0.8216791152954102,0.24478
0.953730583190918,0.33666
1.073625087738037,0.41253
1.1395435333251953,0.48154
1.2949395179748535,0.64415
1.3904337882995605,0.72876
1.4927787780761719,0.80592
1.7083961963653564,0.88105
1.7146108150482178,1.00024
1.9236066341400146,1.08342
1.9236066341400146,1.16479
2.0543460845947266,1.24239
2.173689126968384,1.3212
2.3086535930633545,1.40277
2.3112292289733887,1.48525
2.5712673664093018,1.56614
2.5930585861206055,1.64507
2.703615665435791,1.72379
2.7724733352661133,1.80391
2.921272039413452,1.88467
2.931150436401367,1.96503
3.0531468391418457,2.0443
3.154435634613037,2.1236
3.2741644382476807,2.19619
3.3550772666931152,2.23379
3.571194648742676,2.22967
3.597977638244629,2.19764
3.6901443004608154,2.12407
3.8875441551208496,2.02757
4.002927780151367,1.88699
4.013939619064331,1.82109
4.133311986923218,1.78137
4.224099159240723,1.74499
4.334169149398804,1.72445
4.424172401428223,1.74919
4.554309368133545,1.81856
4.626376152038574,1.91028
4.7534425258636475,2.00956
4.773439407348633,2.09435
4.874496936798096,2.14106
5.0385613441467285,2.16431
5.092844009399414,2.17441
5.210613489151001,2.16653
5.3039703369140625,2.11759
5.406846284866333,2.03115
5.533146381378174,1.9356
5.63456392288208,1.85479
5.73408055305481,1.81751
5.853615999221802,1.80731
5.95404839515686,1.85017
6.075237512588501,1.93212
6.234231948852539,2.03096
6.267343044281006,2.12112
6.355240106582642,2.18403
6.473058700561523,2.20426
6.511015176773071,2.19951
6.604241371154785,2.17399
6.704954624176025,2.10573
6.8200154304504395,2.01157
7.03593897819519,1.91751
7.055527448654175,1.8499
7.155848741531372,1.82762
7.275590896606445,1.82949
7.470233201980591,1.84228
7.492692947387695,1.8852
7.594082593917847,1.96915
7.709759950637817,2.06402
7.806657552719116,2.14714
7.904492378234863,2.19287
7.928472518920898,2.20423
8.055940628051758,2.19525
8.170540809631348,2.15105
8.31383991241455,2.07136
8.373748064041138,1.97661
8.486934900283813,1.8862
8.604430437088013,1.82602
8.721839666366577,1.80572
8.838602542877197,1.81918
8.855297565460205,1.87461
8.955040454864502,1.96768
9.126052379608154,2.06512
9.173778533935547,2.13179
9.339951515197754,2.15688
9.485730409622192,2.15266
9.485730409622192,2.11488
9.586627960205078,2.03965
9.70546269416809,1.95188
9.803447008132935,1.88002
9.931300163269043,1.84657
10.035147428512573,1.84229
10.23840045928955,1.85414
10.255913734436035,1.91042
10.345239400863647,1.99833
10.392333030700684,2.08409
10.474448204040527,2.15681
10.567773580551147,2.19767
10.768768548965454,2.20831
10.768768548965454,2.19045
10.887138605117798,2.13433
10.991027116775513,2.04408
11.13598918914795,1.94401
11.1941237449646,1.86178
11.355181217193604,1.82978
11.395934343338013,1.82667
11.54794955253601,1.83391
11.5905921459198,1.8794
11.772751092910767,1.9637
11.872068405151367,2.05215
11.98792839050293,2.12219
11.98792839050293,2.16024
12.101438045501709,2.18832
12.207515716552734,2.16913
12.332191467285156,2.11148
12.420468807220459,2.02476
12.556063175201416,1.93071
12.636466979980469,1.86458
12.820116758346558,1.84292
12.834886312484741,1.84622
12.97439694404602,1.87581
13.023491859436035,1.95082
13.188040256500244,2.03705
13.390429973602295,2.11572
13.436373710632324,2.16661
13.603496074676514,2.15269
13.635383367538452,2.11626
13.791121244430542,2.08596
13.905107498168945,2.06092
13.936969757080078,1.99977
14.036970376968384,1.9294
14.255244970321655,1.88458
14.38575291633606,1.89074
14.556478500366211,1.9692
14.654713869094849,2.02813
14.75705075263977,2.08075
14.88958477973938,2.10662
15.05440902709961,2.08994
15.268736600875854,2.00885
15.268736600875854,1.95642
15.42366337776184,1.91272
15.566114664077759,1.85381
15.729046106338501,1.84451
15.86924695968628,1.95807
16.035215616226196,2.04196
16.17579197883606,2.1177
16.190632820129395,2.17497
16.30799102783203,2.20046
16.435254335403442,2.19673
16.50664758682251,2.1647
16.685503244400024,2.09191
16.695103406906128,1.99855
