elapsed_time,current_x
1.2649269104003906,0.0
1.397395372390747,0.00606
1.4980697631835938,0.05354
1.5979366302490234,0.14376
1.718780755996704,0.24585
1.768423318862915,0.3388
1.9564714431762695,0.41299
1.9691805839538574,0.51794
2.1287055015563965,0.60112
2.2331061363220215,0.68837
2.350093364715576,0.76847
2.4677486419677734,0.84219
2.5673232078552246,0.91902
2.597529172897339,1.00029
2.7005767822265625,1.08289
2.8185698986053467,1.16334
2.938497543334961,1.24154
3.0356404781341553,1.32051
3.1582326889038086,1.40129
3.2522733211517334,1.48203
3.3584322929382324,1.56262
3.479008197784424,1.64049
3.566349983215332,1.75782
3.697222948074341,1.83842
3.7807769775390625,1.91976
3.898256540298462,1.99864
4.003390073776245,2.07469
