elapsed_time,current_x,error,derivative,speed
0.8980624675750732,0.0,2.0,20.0,36.0
1.0172452926635742,0.0,2.0,0.0,8.0
1.1302416324615479,0.0,2.0,0.0,8.0
1.233154535293579,0.009,1.991,-0.08999999999999897,7.838000000000002
1.349062204360962,0.13692,1.86308,-1.2792000000000003,5.66144
1.4535272121429443,0.13692,1.86308,0.0,7.45232
1.5848844051361084,0.29242,1.70758,-1.5549999999999997,4.653320000000001
1.6993873119354248,0.35107,1.64893,-0.5865000000000009,5.774619999999999
1.8151249885559082,0.40995,1.59005,-0.5888000000000004,5.535879999999999
1.933208703994751,0.54924,1.45076,-1.3928999999999991,3.8529800000000014
2.048497438430786,0.54924,1.45076,0.0,5.80304
2.1666736602783203,0.68129,1.31871,-1.3205,3.42614
2.2823925018310547,0.68129,1.31871,0.0,5.27484
2.383396625518799,0.74475,1.25525,-0.6346000000000007,4.132559999999999
2.4977240562438965,0.81292,1.18708,-0.6817000000000006,3.7939399999999988
2.599846124649048,0.95114,1.04886,-1.3822,2.2603599999999995
2.715364933013916,0.95114,1.04886,0.0,4.19544
2.81704044342041,1.08208,0.9179200000000001,-1.3093999999999983,1.8385200000000028
2.9323501586914062,1.21852,0.78148,-1.3644000000000012,1.2157599999999984
3.033396005630493,1.21852,0.78148,0.0,3.12592
3.148618221282959,1.28598,0.7140200000000001,-0.6745999999999985,1.9116400000000024
3.2498104572296143,1.3527,0.6473,-0.6672000000000011,1.6551199999999984
3.365126371383667,1.42,0.5800000000000001,-0.6729999999999992,1.3778000000000015
3.4801816940307617,1.48719,0.51281,-0.6719000000000008,1.1105799999999988
3.5817768573760986,1.62375,0.37625,-1.3656000000000001,-0.4068400000000001
3.692704200744629,1.69165,0.3083499999999999,-0.6790000000000007,0.2827999999999987
3.798819065093994,1.75811,0.24188999999999994,-0.6645999999999996,0.037120000000000375
3.916609048843384,1.75811,0.24188999999999994,0.0,0.9675599999999998
4.018399000167847,1.81861,0.18138999999999994,-0.605,-0.12144000000000021
4.133660316467285,1.81427,0.18572999999999995,0.043400000000000105,0.80368
4.250735282897949,1.82747,0.17253000000000007,-0.13199999999999878,0.505320000000002
4.365363836288452,1.85826,0.14173999999999998,-0.30790000000000095,0.13589999999999858
4.482767820358276,1.85826,0.14173999999999998,0.0,0.5669599999999999
4.598894834518433,1.95241,0.04759000000000002,-0.9414999999999996,-1.1277399999999993
4.713798761367798,1.95241,0.04759000000000002,0.0,0.19036000000000008
4.817392826080322,2.00043,-0.0004300000000001525,-0.48020000000000174,-0.674000000000003
