elapsed_time,current_x,error,derivative,speed
0.7318000793457031,0.0,2.0,20.0,8.0
0.83339524269104,0.0,2.0,0.0,4.0
0.9336051940917969,0.0,2.0,0.0,4.0
1.0493478775024414,0.01398,1.98602,-0.13980000000000103,3.9440799999999996
1.1674046516418457,0.17475,1.82525,-1.6076999999999986,3.3289600000000004
1.2816240787506104,0.17475,1.82525,0.0,3.6505
1.3845407962799072,0.36081,1.63919,-1.8606000000000011,2.9062599999999996
1.4996511936187744,0.36081,1.63919,0.0,3.27838
1.6006381511688232,0.50154,1.4984600000000001,-1.407299999999998,2.7154600000000007
1.7027549743652344,0.58375,1.41625,-0.8221000000000012,2.66808
1.8047642707824707,0.67035,1.32965,-0.8660000000000001,2.4861
1.918252944946289,0.75209,1.24791,-0.8173999999999992,2.3323400000000003
2.034048318862915,0.82718,1.17282,-0.750900000000001,2.1954599999999997
2.1406869888305664,0.90325,1.0967500000000001,-0.7606999999999986,2.0413600000000005
2.253148078918457,0.98428,1.01572,-0.8103000000000016,1.8693799999999996
2.366910219192505,1.14826,0.8517399999999999,-1.6398000000000001,1.3755199999999999
2.483037233352661,1.22607,0.77393,-0.7780999999999993,1.3922400000000001
2.601343870162964,1.30425,0.6957500000000001,-0.7817999999999992,1.2351400000000003
2.7172751426696777,1.30425,0.6957500000000001,0.0,1.3915000000000002
2.8179023265838623,1.38414,0.6158600000000001,-0.7989000000000002,1.0719400000000001
2.9330804347991943,1.46635,0.53365,-0.8221000000000012,0.9028799999999997
3.033651113510132,1.62595,0.37405,-1.5959999999999996,0.42890000000000006
3.149959087371826,1.62595,0.37405,0.0,0.7481
3.2505886554718018,1.78353,0.21646999999999994,-1.5758000000000005,0.11777999999999977
3.3652870655059814,1.78353,0.21646999999999994,0.0,0.4329399999999999
3.466991662979126,1.89047,0.1095299999999999,-1.0694000000000004,0.00517999999999974
3.582132577896118,1.94206,0.0579400000000001,-0.515899999999998,0.0127000000000006
3.6830954551696777,1.99313,0.006869999999999932,-0.5107000000000017,-0.08840000000000048
