time,x,y,z,pid_output,target_distance,relative_position,action
1754818803.6299973,0.03822,1.38978,0.0,1.498974,0.6,0.02906,Moving forward 0.6m on x-axis
1754818803.6875892,0.04701,1.39508,0.0,1.479654,0.6,0.038259999999999995,Moving forward 0.6m on x-axis
1754818803.7285862,0.05504,1.40046,0.0,-1.5,0.6,0.05508,Moving forward 0.6m on x-axis
1754818803.7891474,0.06223,1.40615,0.0,1.444332,0.6,0.05508,Moving forward 0.6m on x-axis
1754818803.8281565,0.06955,1.41144,0.0,1.429233,0.6,0.06227,Moving forward 0.6m on x-axis
1754818803.8883188,0.07601,1.41566,0.0,-1.5,0.6,0.07604999999999999,Moving forward 0.6m on x-axis
1754818803.9273512,0.07479,1.42186,0.0,1.5,0.6,0.07483,Moving forward 0.6m on x-axis
1754818803.988956,0.0544,1.43426,0.0,1.5,0.6,0.054439999999999995,Moving forward 0.6m on x-axis
1754818804.0479617,0.00412,1.45772,0.0,1.5,0.6,0.0041600000000000005,Moving forward 0.6m on x-axis
1754818804.0875776,-0.00359,1.46143,0.0,1.5,0.6,0.0035499999999999998,Moving forward 0.6m on x-axis
1754818804.1485648,-0.00378,1.46595,0.0,1.5,0.6,0.0035499999999999998,Moving forward 0.6m on x-axis
1754818804.1887517,-0.00647,1.46766,0.0,-1.5,0.6,0.00643,Moving forward 0.6m on x-axis
1754818804.2507584,-0.02485,1.47906,0.0,-1.5,0.6,0.024810000000000002,Moving forward 0.6m on x-axis
1754818804.3081286,-0.05121,1.49468,0.0,1.5,0.6,0.024810000000000002,Moving forward 0.6m on x-axis
1754818804.3481321,-0.08267,1.50972,0.0,1.452543,0.6,0.05117,Moving forward 0.6m on x-axis
1754818804.4106987,-0.1106,1.52413,0.0,-1.5,0.6,0.11056,Moving forward 0.6m on x-axis
1754818804.4497142,-0.12189,1.53085,0.0,-1.5,0.6,0.12185,Moving forward 0.6m on x-axis
1754818804.5696118,-0.12972,1.53692,0.0,1.304115,0.6,0.12185,Moving forward 0.6m on x-axis
1754818804.6211782,-0.13617,1.54051,0.0,0.6554062533267616,0.6,0.12968,Moving forward 0.6m on x-axis
1754818804.6511738,-0.16312,1.54889,0.0,0.6554062533267616,0.6,0.12968,Moving forward 0.6m on x-axis
1754818804.7217352,-0.19729,1.56149,0.0,-1.5,0.6,0.16307999999999997,Moving forward 0.6m on x-axis
1754818804.750751,-0.23481,1.57335,0.0,-1.5,0.6,0.23476999999999998,Moving forward 0.6m on x-axis
1754818804.81435,-0.27367,1.58529,0.0,1.066983,0.6,0.23476999999999998,Moving forward 0.6m on x-axis
1754818804.8713644,-0.30893,1.59609,0.0,0.985377,0.6,0.27363000000000004,Moving forward 0.6m on x-axis
1754818804.909516,-0.34414,1.60655,0.0,0.9113309999999999,0.6,0.30889,Moving forward 0.6m on x-axis
1754818804.9705396,-0.38216,1.61474,0.0,-1.5,0.6,0.38212,Moving forward 0.6m on x-axis
1754818805.0090885,-0.41788,1.62176,0.0,-1.5,0.6,0.41784,Moving forward 0.6m on x-axis
1754818805.0701387,-0.45313,1.62919,0.0,0.682536,0.6,0.41784,Moving forward 0.6m on x-axis
1754818805.1293797,-0.48678,1.63611,0.0,-1.5,0.6,0.48674,Moving forward 0.6m on x-axis
1754818805.169358,-0.51739,1.63973,0.0,-1.5,0.6,0.51735,Moving forward 0.6m on x-axis
1754818805.2280464,-0.5442,1.64307,0.0,-1.5,0.6,0.54416,Moving forward 0.6m on x-axis
1754818805.2686098,-0.56703,1.64348,0.0,-1.5,0.6,0.56699,Moving forward 0.6m on x-axis
1754818805.326905,-0.58583,1.64102,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.3899426,-0.61831,1.64015,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.447176,-0.62992,1.64254,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.4879987,-0.6359,1.63936,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.5474653,-0.63585,1.63448,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.5869112,-0.63374,1.63143,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.6474283,-0.63164,1.62696,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.7072873,-0.62885,1.62333,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.7472618,-0.62633,1.62034,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.8237643,-0.626,1.61726,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.847043,-0.62569,1.61107,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.9077427,-0.62637,1.60519,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818805.9474185,-0.62944,1.59838,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818806.008257,-0.63149,1.59257,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
1754818806.0476575,-0.63475,1.5861,0.0,-1.5,0.6,0.5857899999999999,Moving forward 0.6m on x-axis
