time,x,y,z,pid_output,target_distance,relative_position,action
1754818571.5535684,0.0,0.0,0.0,,,,
1754818571.611846,-0.0,-0.0,0.0,,,,
1754818571.6523244,0.0,-3e-05,0.0,,,,
1754818571.7123382,0.0,-4e-05,0.0,,,,
1754818571.7528515,-1e-05,-0.0,0.0,,,,
1754818571.814177,-2e-05,2e-05,0.0,,,,
1754818571.8515213,-1e-05,4e-05,0.0,,,,
1754818571.9118426,-2e-05,1e-05,0.0,,,,
1754818571.9517107,-3e-05,2e-05,0.0,,,,
1754818572.0122476,-3e-05,2e-05,0.0,,,,
1754818572.0522327,-2e-05,2e-05,0.0,,,,
1754818572.1122599,-1e-05,2e-05,0.0,,,,
1754818572.1517682,-1e-05,2e-05,0.0,,,,
1754818572.2118762,-2e-05,4e-05,0.0,,,,
1754818572.251794,-4e-05,4e-05,0.0,,,,
1754818572.3121276,-3e-05,3e-05,0.0,,,,
1754818572.352734,-4e-05,3e-05,0.0,,,,
1754818572.4120815,-3e-05,4e-05,0.0,,,,
1754818572.4520898,-2e-05,6e-05,0.0,,,,
1754818572.5185592,-3e-05,8e-05,0.0,,,,
1754818572.5540383,-4e-05,6e-05,0.0,,,,
1754818572.6132724,-5e-05,5e-05,0.0,,,,
1754818572.6523557,-4e-05,6e-05,0.0,,,,
1754818572.7118392,-5e-05,3e-05,0.0,,,,
1754818572.7510471,-5e-05,3e-05,0.0,,,,
1754818572.8132288,-4e-05,2e-05,0.0,,,,
1754818572.8526702,-3e-05,2e-05,0.0,,,,
1754818572.9133377,-2e-05,1e-05,0.0,,,,
1754818572.9515045,-1e-05,2e-05,0.0,,,,
1754818573.012839,-3e-05,6e-05,0.0,,,,
1754818573.0734866,-3e-05,8e-05,0.0,,,,
1754818573.132666,-2e-05,9e-05,0.0,,,,
1754818573.1922946,-3e-05,0.00011,0.0,,,,
1754818573.2518637,-4e-05,0.0001,0.0,,,,
1754818573.2922087,-4e-05,7e-05,0.0,,,,
1754818573.3524,-3e-05,4e-05,0.0,,,,
1754818573.3932521,-4e-05,2e-05,0.0,,,,
1754818573.451982,-5e-05,1e-05,0.0,,,,
1754818573.4957225,-7e-05,-0.0,0.0,,,,
1754818573.5523763,-6e-05,-1e-05,0.0,,,,
1754818573.5988219,-7e-05,0.0,0.0,,,,
1754818573.6527805,-5e-05,3e-05,0.0,,,,
1754818573.6930363,-3e-05,2e-05,0.0,,,,
1754818573.7518775,-3e-05,2e-05,0.0,,,,
1754818573.7945623,-2e-05,4e-05,0.0,,,,
1754818573.8523793,-1e-05,4e-05,0.0,,,,
1754818573.9122944,-2e-05,2e-05,0.0,,,,
1754818573.9523754,-2e-05,6e-05,0.0,,,,
1754818574.0124063,-1e-05,5e-05,0.0,,,,
1754818574.0573227,-2e-05,2e-05,0.0,,,,
1754818574.112603,-2e-05,2e-05,0.0,,,,
1754818574.1523352,-2e-05,0.0,0.0,,,,
1754818574.212314,-1e-05,0.0,0.0,,,,
1754818574.2518353,-1e-05,0.0,0.0,,,,
1754818574.3129175,-1e-05,-1e-05,0.0,,,,
1754818574.3515222,-1e-05,-2e-05,0.0,,,,
1754818574.412631,-1e-05,-4e-05,0.0,,,,
1754818574.4517832,-2e-05,-1e-05,0.0,,,,
1754818574.5130057,-2e-05,2e-05,0.0,,,,
1754818574.5532906,-2e-05,-1e-05,0.0,,,,
1754818574.612971,-2e-05,1e-05,0.0,,,,
1754818574.6521034,-2e-05,1e-05,0.0,,,,
1754818574.711766,-3e-05,3e-05,0.0,,,,
1754818574.7515438,-2e-05,3e-05,0.0,,,,
1754818574.8120983,-2e-05,3e-05,0.0,,,,
1754818574.8520968,-3e-05,2e-05,0.0,,,,
1754818574.920472,-3e-05,3e-05,0.0,,,,
1754818574.9527307,-3e-05,2e-05,0.0,,,,
1754818575.012428,-4e-05,-0.0,0.0,,,,
1754818575.0520988,-5e-05,2e-05,0.0,,,,
1754818575.1116343,-5e-05,0.0,0.0,,,,
1754818575.1721041,-4e-05,-3e-05,0.0,,,,
1754818575.2119918,-4e-05,-5e-05,0.0,,,,
1754818575.2720678,-3e-05,-5e-05,0.0,,,,
1754818575.3126588,-3e-05,-5e-05,0.0,,,,
1754818575.3726752,-3e-05,-3e-05,0.0,,,,
1754818575.4324653,-3e-05,-1e-05,0.0,,,,
1754818575.4720364,-4e-05,-1e-05,0.0,,,,
1754818575.5324423,-4e-05,-3e-05,0.0,,,,
1754818575.581371,-4e-05,-3e-05,0.0,,,,
1754818575.6319625,-2e-05,-4e-05,0.0,,,,
1754818575.6919801,-3e-05,-3e-05,0.0,,,,
1754818575.7326145,-2e-05,-2e-05,0.0,,,,
1754818575.7927232,-2e-05,-4e-05,0.0,,,,
1754818575.8329751,-2e-05,-5e-05,0.0,,,,
1754818575.8934577,-2e-05,-7e-05,0.0,,,,
1754818575.9329636,-3e-05,-6e-05,0.0,,,,
1754818575.993479,-5e-05,-5e-05,0.0,,,,
1754818576.0329778,-6e-05,-5e-05,0.0,,,,
1754818576.0934176,-5e-05,-3e-05,0.0,,,,
1754818576.1522076,-7e-05,-3e-05,0.0,,,,
1754818576.1933413,-6e-05,-2e-05,0.0,,,,
1754818576.2534099,-5e-05,-0.0,0.0,,,,
1754818576.2936282,-4e-05,2e-05,0.0,,,,
1754818576.3533099,-4e-05,1e-05,0.0,,,,
1754818576.3925078,-3e-05,0.0,0.0,,,,
1754818576.4529147,-4e-05,4e-05,0.0,,,,
1754818576.4921107,-4e-05,4e-05,0.0,,,,
1754818576.552479,-5e-05,2e-05,0.0,,,,
1754818576.6121051,-4e-05,1e-05,0.0,,,,
1754818576.653357,-4e-05,2e-05,0.0,,,,
1754818576.7133896,-4e-05,2e-05,0.0,,,,
1754818576.7527404,-4e-05,2e-05,0.0,,,,
1754818576.8124537,-4e-05,3e-05,0.0,,,,
1754818576.8520272,-5e-05,2e-05,0.0,,,,
1754818576.9116173,-3e-05,4e-05,0.0,,,,
1754818576.9529855,-2e-05,2e-05,0.0,,,,
1754818577.0127518,-2e-05,1e-05,0.0,,,,
1754818577.0534136,-1e-05,2e-05,0.0,,,,
1754818577.111857,-2e-05,1e-05,0.0,,,,
1754818577.152402,-3e-05,1e-05,0.0,,,,
1754818577.2127304,-3e-05,2e-05,0.0,,,,
1754818577.2517421,-3e-05,3e-05,0.0,,,,
1754818577.3123415,-3e-05,5e-05,0.0,,,,
1754818577.361595,-3e-05,5e-05,0.0,,,,
1754818577.4128797,-3e-05,3e-05,0.0,,,,
1754818577.453151,-4e-05,2e-05,0.0,,,,
1754818577.512604,-4e-05,2e-05,0.0,,,,
1754818577.553491,-4e-05,1e-05,0.0,,,,
1754818577.6319015,-5e-05,2e-05,0.0,,,,
1754818577.6723719,-5e-05,3e-05,0.0,,,,
1754818577.7325544,-5e-05,3e-05,0.0,,,,
1754818577.7726822,-6e-05,1e-05,0.0,,,,
1754818577.83249,-6e-05,1e-05,0.0,,,,
1754818577.8730235,-6e-05,2e-05,0.0,,,,
1754818577.932496,-4e-05,1e-05,0.0,,,,
1754818577.9730122,-3e-05,0.0,0.0,,,,
1754818578.0325317,-4e-05,-1e-05,0.0,,,,
1754818578.0730536,-4e-05,-0.0,0.0,,,,
1754818578.13202,-6e-05,-4e-05,0.0,,,,
1754818578.1788437,-7e-05,-7e-05,0.0,,,,
1754818578.2324328,-7e-05,-7e-05,0.0,,,,
1754818578.2730103,-5e-05,-3e-05,0.0,,,,
1754818578.3323884,-5e-05,-3e-05,0.0,,,,
1754818578.3721497,-4e-05,-4e-05,0.0,,,,
1754818578.4320166,-4e-05,-4e-05,0.0,,,,
1754818578.472504,-4e-05,-4e-05,0.0,,,,
1754818578.5266023,-4e-05,-4e-05,0.0,,,,
1754818578.5725524,-5e-05,-6e-05,0.0,,,,
1754818578.6318057,-3e-05,-4e-05,0.0,,,,
1754818578.693164,-3e-05,-4e-05,0.0,,,,
1754818578.723868,-2e-05,-3e-05,0.0,,,,
1754818578.7832496,-1e-05,-2e-05,0.0,,,,
1754818578.831833,-3e-05,-1e-05,0.0,,,,
1754818578.8915226,-3e-05,-0.0,0.0,,,,
1754818578.9178798,-2e-05,-0.0,0.0,,,,
1754818578.983068,-1e-05,1e-05,0.0,,,,
1754818579.0321593,-2e-05,2e-05,0.0,,,,
1754818579.0814424,-2e-05,1e-05,0.0,,,,
1754818579.1306844,-2e-05,2e-05,0.0,,,,
1754818579.1887221,-2e-05,3e-05,0.0,,,,
1754818579.2486837,-1e-05,2e-05,0.0,,,,
1754818579.2778788,-2e-05,2e-05,0.0,,,,
1754818579.342698,-3e-05,1e-05,0.0,,,,
1754818579.3931465,-2e-05,-0.0,0.0,,,,
1754818579.4501374,-1e-05,0.0,0.0,,,,
1754818579.4915779,-1e-05,-2e-05,0.0,,,,
1754818579.5526285,-1e-05,-1e-05,0.0,,,,
1754818579.592839,-3e-05,-1e-05,0.0,,,,
1754818579.652913,-2e-05,-3e-05,0.0,,,,
1754818579.710162,-2e-05,-2e-05,0.0,,,,
1754818579.750615,-3e-05,-3e-05,0.0,,,,
1754818579.810963,-3e-05,-3e-05,0.0,,,,
1754818579.8730712,-2e-05,-2e-05,0.0,,,,
1754818579.9060898,-2e-05,-1e-05,0.0,,,,
1754818579.9595578,-3e-05,-1e-05,0.0,,,,
1754818580.0087945,-4e-05,-6e-05,0.0,,,,
1754818580.0578573,-3e-05,-4e-05,0.0,,,,
1754818580.106532,-4e-05,-6e-05,0.0,,,,
1754818580.172218,-3e-05,-8e-05,0.0,,,,
1754818580.2092938,-3e-05,-7e-05,0.0,,,,
1754818580.2714229,-3e-05,-5e-05,0.0,,,,
1754818580.3063583,-3e-05,-5e-05,0.0,,,,
1754818580.3679974,-4e-05,-2e-05,0.0,,,,
1754818580.4303808,-3e-05,-3e-05,0.0,,,,
1754818580.471541,-4e-05,-3e-05,0.0,,,,
1754818580.533552,-4e-05,-1e-05,0.0,,,,
1754818580.5725622,-4e-05,-3e-05,0.0,,,,
1754818580.6335478,-4e-05,-2e-05,0.0,,,,
1754818580.675828,-5e-05,-3e-05,0.0,,,,
1754818580.7383714,-5e-05,-2e-05,0.0,,,,
1754818580.7773829,-5e-05,-5e-05,0.0,,,,
1754818580.8320508,-4e-05,-4e-05,0.0,,,,
1754818580.8720481,-3e-05,-5e-05,0.0,,,,
1754818580.9336157,-2e-05,-5e-05,0.0,,,,
1754818580.9725802,-1e-05,-3e-05,0.0,,,,
1754818581.031989,-3e-05,-1e-05,0.0,,,,
1754818581.0735652,-1e-05,0.0,0.0,,,,
1754818581.1326478,-2e-05,2e-05,0.0,,,,
1754818581.1925967,-2e-05,2e-05,0.0,,,,
1754818581.2330773,-1e-05,2e-05,0.0,,,,
1754818581.2929306,-1e-05,-0.0,0.0,,,,
1754818581.3325875,-3e-05,-2e-05,0.0,,,,
1754818581.3920662,-3e-05,0.0,0.0,,,,
1754818581.4326088,-4e-05,0.0,0.0,,,,
1754818581.4931178,-4e-05,2e-05,0.0,,,,
1754818581.5340984,-3e-05,5e-05,0.0,,,,
1754818581.5933669,-3e-05,4e-05,0.0,,,,
1754818581.6326325,-2e-05,5e-05,0.0,,,,
1754818581.6926067,-1e-05,6e-05,0.0,,,,
1754818581.732433,-2e-05,4e-05,0.0,,,,
1754818581.7927873,-2e-05,2e-05,0.0,,,,
1754818581.839152,-2e-05,2e-05,0.0,,,,
1754818581.8953116,-4e-05,4e-05,0.0,,,,
1754818581.9320617,-4e-05,5e-05,0.0,,,,
1754818581.9928803,-4e-05,4e-05,0.0,,,,
1754818582.0533874,-3e-05,4e-05,0.0,,,,
1754818582.0936143,-3e-05,7e-05,0.0,,,,
1754818582.1526127,-2e-05,7e-05,0.0,,,,
1754818582.1936033,-2e-05,7e-05,0.0,,,,
1754818582.2521396,-1e-05,6e-05,0.0,,,,
1754818582.2923172,-1e-05,4e-05,0.0,,,,
1754818582.3524978,-1e-05,6e-05,0.0,,,,
1754818582.3936036,-0.0,6e-05,0.0,,,,
1754818582.452898,-1e-05,8e-05,0.0,,,,
1754818582.496561,-0.0,9e-05,0.0,,,,
1754818582.55361,-1e-05,8e-05,0.0,,,,
1754818582.5926569,0.0,8e-05,0.0,,,,
1754818582.652778,-1e-05,7e-05,0.0,,,,
1754818582.692657,-2e-05,4e-05,0.0,,,,
1754818582.7518969,-1e-05,5e-05,0.0,,,,
1754818582.7938514,1e-05,4e-05,0.0,,,,
1754818582.8532789,1e-05,6e-05,0.0,,,,
1754818582.8927007,1e-05,8e-05,0.0,,,,
1754818582.9526594,0.0,6e-05,0.0,,,,
1754818582.9926522,-0.0,6e-05,0.0,,,,
1754818583.0521193,-1e-05,5e-05,0.0,,,,
1754818583.092501,-1e-05,5e-05,0.0,,,,
1754818583.152357,-2e-05,1e-05,0.0,,,,
1754818583.212485,-2e-05,2e-05,0.0,,,,
1754818583.2526784,-2e-05,2e-05,0.0,,,,
1754818583.3151624,-2e-05,3e-05,0.0,,,,
1754818583.3531718,-2e-05,2e-05,0.0,,,,
1754818583.4134161,-2e-05,0.0,0.0,,,,
