time,x,y,z,pid_output,target_distance,relative_position,action
1754818583.452731,-2e-05,-2e-05,0.0,,,,
1754818583.5151865,-2e-05,-0.0,0.0,,,,
1754818583.552198,-1e-05,-4e-05,0.0,,,,
1754818583.6131017,-0.0,-3e-05,0.0,,,,
1754818583.6531553,0.0,-3e-05,0.0,,,,
1754818583.7126946,-1e-05,-1e-05,0.0,,,,
1754818583.7760465,-1e-05,0.0,0.0,,,,
1754818583.8125086,-1e-05,0.0,0.0,,,,
1754818583.8726232,0.0,6e-05,0.0,,,,
1754818583.9124827,-0.0,7e-05,0.0,,,,
1754818583.9748847,0.0,7e-05,0.0,,,,
1754818584.0127034,2e-05,3e-05,0.0,,,,
1754818584.072585,2e-05,3e-05,0.0,,,,
1754818584.1325772,2e-05,4e-05,0.0,,,,
1754818584.1726644,1e-05,7e-05,0.0,,,,
1754818584.2326972,2e-05,7e-05,0.0,,,,
1754818584.2921653,2e-05,7e-05,0.0,,,,
1754818584.353452,3e-05,8e-05,0.0,,,,
1754818584.392755,4e-05,5e-05,0.0,,,,
1754818584.4531949,2e-05,6e-05,0.0,,,,
1754818584.4927003,2e-05,5e-05,0.0,,,,
1754818584.5531886,-0.0,1e-05,0.0,,,,
1754818584.5928812,0.0,0.0,0.0,,,,
1754818584.6534586,-1e-05,-1e-05,0.0,,,,
1754818584.6924772,-1e-05,1e-05,0.0,,,,
1754818584.7532492,-2e-05,-1e-05,0.0,,,,
1754818584.792688,-2e-05,-2e-05,0.0,,,,
1754818584.8531723,-2e-05,-4e-05,0.0,,,,
1754818584.8926933,-1e-05,-4e-05,0.0,,,,
1754818584.953255,-1e-05,-5e-05,0.0,,,,
1754818584.9925609,-1e-05,-5e-05,0.0,,,,
1754818585.0525541,-1e-05,-3e-05,0.0,,,,
1754818585.0933342,-1e-05,-6e-05,0.0,,,,
1754818585.152984,-1e-05,-7e-05,0.0,,,,
1754818585.193609,-2e-05,-5e-05,0.0,,,,
1754818585.2526646,-3e-05,-8e-05,0.0,,,,
1754818585.2926733,-2e-05,-0.00011,0.0,,,,
1754818585.3527684,-1e-05,-8e-05,0.0,,,,
1754818585.392448,-1e-05,-7e-05,0.0,,,,
1754818585.4527054,-2e-05,-6e-05,0.0,,,,
1754818585.492689,-4e-05,-5e-05,0.0,,,,
1754818585.553166,-4e-05,-2e-05,0.0,,,,
1754818585.5926769,-4e-05,-4e-05,0.0,,,,
1754818585.653207,-5e-05,-2e-05,0.0,,,,
1754818585.7165923,-6e-05,-4e-05,0.0,,,,
1754818585.7532074,-6e-05,-1e-05,0.0,,,,
1754818585.8123229,-6e-05,-1e-05,0.0,,,,
1754818585.8532667,-5e-05,0.0,0.0,,,,
1754818585.9127216,-5e-05,5e-05,0.0,,,,
1754818585.9531908,-4e-05,5e-05,0.0,,,,
1754818586.012836,-4e-05,3e-05,0.0,,,,
1754818586.053236,-3e-05,5e-05,0.0,,,,
1754818586.1138291,-3e-05,3e-05,0.0,,,,
1754818586.1521568,-4e-05,2e-05,0.0,,,,
1754818586.2127504,-5e-05,2e-05,0.0,,,,
1754818586.252821,-5e-05,2e-05,0.0,,,,
1754818586.312088,-4e-05,-3e-05,0.0,,,,
1754818586.3522189,-3e-05,-1e-05,0.0,,,,
1754818586.4137962,-3e-05,-2e-05,0.0,,,,
1754818586.472218,-5e-05,-4e-05,0.0,,,,
1754818586.5330956,-5e-05,-3e-05,0.0,,,,
1754818586.5722523,-4e-05,-4e-05,0.0,,,,
1754818586.6326923,-5e-05,-4e-05,0.0,,,,
1754818586.673359,-4e-05,-7e-05,0.0,,,,
1754818586.7327056,-3e-05,-4e-05,0.0,,,,
1754818586.7760944,-3e-05,-3e-05,0.0,,,,
1754818586.833725,-3e-05,-2e-05,0.0,,,,
1754818586.876731,-1e-05,-1e-05,0.0,,,,
1754818586.9327567,-1e-05,-1e-05,0.0,,,,
1754818586.9755359,-1e-05,0.0,0.0,,,,
1754818587.032741,-1e-05,2e-05,0.0,,,,
1754818587.0725062,-1e-05,6e-05,0.0,,,,
1754818587.1326668,-1e-05,6e-05,0.0,,,,
1754818587.1753514,-3e-05,3e-05,0.0,,,,
1754818587.2327044,-4e-05,2e-05,0.0,,,,
1754818587.2927332,-3e-05,1e-05,0.0,,,,
1754818587.3327267,-3e-05,1e-05,0.0,,,,
1754818587.3922527,-3e-05,0.0,0.0,,,,
1754818587.432711,-3e-05,-1e-05,0.0,,,,
1754818587.4927478,-2e-05,1e-05,0.0,,,,
1754818587.5323684,-3e-05,3e-05,0.0,,,,
1754818587.5933783,-4e-05,4e-05,0.0,,,,
1754818587.6327667,-4e-05,7e-05,0.0,,,,
1754818587.692652,-2e-05,7e-05,0.0,,,,
1754818587.733252,-1e-05,7e-05,0.0,,,,
1754818587.792477,-1e-05,7e-05,0.0,,,,
1754818587.8364198,-2e-05,6e-05,0.0,,,,
1754818587.8922577,-1e-05,5e-05,0.0,,,,
1754818587.9324107,-0.0,5e-05,0.0,,,,
1754818587.9937344,-1e-05,3e-05,0.0,,,,
1754818588.0335767,-1e-05,2e-05,0.0,,,,
1754818588.0935266,-1e-05,2e-05,0.0,,,,
1754818588.152765,-1e-05,2e-05,0.0,,,,
1754818588.1927874,-1e-05,3e-05,0.0,,,,
1754818588.2526574,-1e-05,2e-05,0.0,,,,
1754818588.3127606,-2e-05,3e-05,0.0,,,,
1754818588.352681,-3e-05,3e-05,0.0,,,,
1754818588.4127316,-4e-05,3e-05,0.0,,,,
1754818588.4522767,-4e-05,2e-05,0.0,,,,
1754818588.5127254,-5e-05,3e-05,0.0,,,,
1754818588.5527492,-6e-05,3e-05,0.0,,,,
1754818588.61259,-6e-05,2e-05,0.0,,,,
1754818588.6721003,-6e-05,1e-05,0.0,,,,
1754818588.7131045,-5e-05,3e-05,0.0,,,,
1754818588.7765198,-5e-05,2e-05,0.0,,,,
1754818588.812204,-5e-05,0.0,0.0,,,,
1754818588.8738182,-5e-05,-1e-05,0.0,,,,
1754818588.9127238,-4e-05,1e-05,0.0,,,,
1754818588.9738524,-4e-05,2e-05,0.0,,,,
1754818589.011854,-4e-05,1e-05,0.0,,,,
1754818589.0733902,-2e-05,3e-05,0.0,,,,
1754818589.133484,-2e-05,5e-05,0.0,,,,
1754818589.1730363,-2e-05,4e-05,0.0,,,,
1754818589.2332928,-3e-05,4e-05,0.0,,,,
1754818589.2723305,-3e-05,2e-05,0.0,,,,
1754818589.3333557,-3e-05,2e-05,0.0,,,,
1754818589.3728256,-3e-05,1e-05,0.0,,,,
1754818589.4336095,-4e-05,-0.0,0.0,,,,
1754818589.4723642,-5e-05,-1e-05,0.0,,,,
1754818589.5334117,-5e-05,-1e-05,0.0,,,,
1754818589.572974,-5e-05,-2e-05,0.0,,,,
1754818589.6338148,-8e-05,-2e-05,0.0,,,,
1754818589.6728282,-8e-05,-1e-05,0.0,,,,
1754818589.7328265,-8e-05,-6e-05,0.0,,,,
1754818589.7728424,-8e-05,-3e-05,0.0,,,,
1754818589.8328426,-7e-05,-2e-05,0.0,,,,
1754818589.872826,-7e-05,-0.0,0.0,,,,
1754818589.9336722,-7e-05,-0.0,0.0,,,,
1754818589.9723735,-6e-05,-1e-05,0.0,,,,
1754818590.0328307,-5e-05,1e-05,0.0,,,,
1754818590.072358,-5e-05,0.0,0.0,,,,
1754818590.133473,-4e-05,-0.0,0.0,,,,
1754818590.1728399,-4e-05,1e-05,0.0,,,,
1754818590.2328622,-4e-05,4e-05,0.0,,,,
1754818590.272848,-4e-05,6e-05,0.0,,,,
1754818590.3328567,-5e-05,3e-05,0.0,,,,
1754818590.3723383,-6e-05,0.0,0.0,,,,
1754818590.43359,-5e-05,1e-05,0.0,,,,
1754818590.4726033,-5e-05,1e-05,0.0,,,,
1754818590.5327408,-5e-05,1e-05,0.0,,,,
1754818590.57286,-3e-05,-1e-05,0.0,,,,
1754818590.6328127,-3e-05,-1e-05,0.0,,,,
1754818590.6723804,-2e-05,-3e-05,0.0,,,,
1754818590.7330182,-2e-05,-2e-05,0.0,,,,
1754818590.7729294,-2e-05,0.0,0.0,,,,
1754818590.835024,-1e-05,2e-05,0.0,,,,
1754818590.8928642,-1e-05,1e-05,0.0,,,,
1754818590.9327343,-2e-05,0.0,0.0,,,,
1754818590.9933922,-4e-05,6e-05,0.0,,,,
1754818591.0344021,-4e-05,5e-05,0.0,,,,
1754818591.0956905,-4e-05,4e-05,0.0,,,,
1754818591.165716,-3e-05,3e-05,0.0,,,,
1754818591.1923206,-2e-05,1e-05,0.0,,,,
1754818591.2528577,-1e-05,-0.0,0.0,,,,
1754818591.2928476,-1e-05,1e-05,0.0,,,,
1754818591.353369,-2e-05,0.0,0.0,,,,
1754818591.392375,-2e-05,0.0,0.0,,,,
1754818591.45301,-4e-05,-4e-05,0.0,,,,
1754818591.4928517,-5e-05,-3e-05,0.0,,,,
1754818591.553355,-6e-05,-0.0,0.0,,,,
1754818591.5944908,-6e-05,0.0,0.0,,,,
1754818591.652452,-5e-05,0.0,0.0,,,,
1754818591.712839,-6e-05,1e-05,0.0,,,,
1754818591.7524214,-6e-05,3e-05,0.0,,,,
1754818591.8128722,-5e-05,2e-05,0.0,,,,
1754818591.8533883,-4e-05,2e-05,0.0,,,,
1754818591.9140644,-4e-05,-1e-05,0.0,,,,
1754818591.9533725,-3e-05,1e-05,0.0,,,,
1754818592.012611,-4e-05,2e-05,0.0,,,,
1754818592.0533738,-4e-05,1e-05,0.0,,,,
1754818592.1128106,-3e-05,-4e-05,0.0,,,,
1754818592.1737938,-4e-05,-6e-05,0.0,0.17721279234607987,0.6,1.0000000000000003e-05,Moving forward 0.6m on x-axis
1754818592.2128005,-4e-05,-4e-05,0.0,0.27718066188247614,0.6,1.0000000000000003e-05,Moving forward 0.6m on x-axis
1754818592.274113,-3e-05,8e-05,0.0,0.4352168478057017,0.6,0.0,Moving forward 0.6m on x-axis
1754818592.3131037,-0.00028,0.00234,0.0,-0.49335754792438075,0.6,0.00024999999999999995,Moving forward 0.6m on x-axis
1754818592.3733974,-0.00075,0.01323,0.0,0.6542820720479773,0.6,0.00024999999999999995,Moving forward 0.6m on x-axis
1754818592.4346917,-0.00045,0.03751,0.0,1.5,0.6,0.00041999999999999996,Moving forward 0.6m on x-axis
1754818592.4732826,0.00178,0.07148,0.0,0.9000356799377638,0.6,0.00041999999999999996,Moving forward 0.6m on x-axis
1754818592.5342865,0.0035,0.11244,0.0,-1.5,0.6,0.00353,Moving forward 0.6m on x-axis
1754818592.572793,0.00781,0.20595,0.0,1.1483490594617272,0.6,0.00353,Moving forward 0.6m on x-axis
1754818592.634517,0.00997,0.254,0.0,1.2953680810398671,0.6,0.00784,Moving forward 0.6m on x-axis
1754818592.6921487,0.01167,0.30083,0.0,-1.5,0.6,0.0117,Moving forward 0.6m on x-axis
1754818592.7341607,0.01276,0.34452,0.0,-1.5,0.6,0.012790000000000001,Moving forward 0.6m on x-axis
1754818592.793734,0.01436,0.38433,0.0,1.3483545046420096,0.6,0.012790000000000001,Moving forward 0.6m on x-axis
1754818592.8347387,0.01494,0.42113,0.0,1.3521966085989474,0.6,0.01439,Moving forward 0.6m on x-axis
1754818592.894352,0.0157,0.45626,0.0,1.3612669001297948,0.6,0.01497,Moving forward 0.6m on x-axis
1754818592.935352,0.01669,0.49164,0.0,-1.5,0.6,0.01672,Moving forward 0.6m on x-axis
1754818592.9939103,0.01738,0.52901,0.0,1.375201457247734,0.6,0.01672,Moving forward 0.6m on x-axis
1754818593.0349116,0.0186,0.56824,0.0,-1.5,0.6,0.018629999999999997,Moving forward 0.6m on x-axis
1754818593.09327,0.01962,0.61003,0.0,1.3887073881597516,0.6,0.018629999999999997,Moving forward 0.6m on x-axis
1754818593.1537998,0.02038,0.65319,0.0,-1.5,0.6,0.020409999999999998,Moving forward 0.6m on x-axis
1754818593.1938176,0.02181,0.69628,0.0,-1.5,0.6,0.02184,Moving forward 0.6m on x-axis
1754818593.2538352,0.02323,0.73822,0.0,-1.5,0.6,0.02326,Moving forward 0.6m on x-axis
1754818593.2941458,0.02439,0.77841,0.0,-1.5,0.6,0.024419999999999997,Moving forward 0.6m on x-axis
1754818593.3547237,0.02587,0.81711,0.0,1.4214449762370585,0.6,0.024419999999999997,Moving forward 0.6m on x-axis
1754818593.393718,0.02566,0.85286,0.0,1.4251481913492676,0.6,0.0259,Moving forward 0.6m on x-axis
1754818593.4548142,0.02861,0.88219,0.0,-1.5,0.6,0.02864,Moving forward 0.6m on x-axis
1754818593.514431,0.03472,0.91565,0.0,-1.5,0.6,0.03475,Moving forward 0.6m on x-axis
1754818593.5539262,0.03744,0.95207,0.0,1.4342466064167023,0.6,0.03475,Moving forward 0.6m on x-axis
1754818593.6124704,0.03671,0.98506,0.0,1.5,0.6,0.03674,Moving forward 0.6m on x-axis
1754818593.6538947,0.04281,1.02053,0.0,-1.5,0.6,0.04284,Moving forward 0.6m on x-axis
1754818593.7125843,0.05092,1.05771,0.0,-1.5,0.6,0.05095,Moving forward 0.6m on x-axis
1754818593.7739067,0.0566,1.09472,0.0,-1.5,0.6,0.05663,Moving forward 0.6m on x-axis
1754818593.812917,0.06212,1.12713,0.0,1.4315378905169962,0.6,0.05663,Moving forward 0.6m on x-axis
1754818593.8735173,0.06547,1.14017,0.0,-1.5,0.6,0.0655,Moving forward 0.6m on x-axis
1754818593.9135044,0.06808,1.14523,0.0,-1.5,0.6,0.06811,Moving forward 0.6m on x-axis
1754818593.9730997,0.06952,1.14856,0.0,-1.5,0.6,0.06955,Moving forward 0.6m on x-axis
1754818594.0130937,0.07053,1.15042,0.0,-1.5,0.6,0.07056,Moving forward 0.6m on x-axis
1754818594.0735178,0.07129,1.15109,0.0,-1.5,0.6,0.07132000000000001,Moving forward 0.6m on x-axis
1754818594.1325216,0.0719,1.15176,0.0,-1.5,0.6,0.07193000000000001,Moving forward 0.6m on x-axis
1754818594.1730864,0.07209,1.15222,0.0,-0.45908209139824896,0.6,0.07212,Moving forward 0.6m on x-axis
1754818594.2330847,0.07219,1.15191,0.0,1.4085480000000001,0.6,0.07212,Moving forward 0.6m on x-axis
1754818594.2725682,0.06994,1.15061,0.0,1.5,0.6,0.06997,Moving forward 0.6m on x-axis
1754818594.3345687,0.06994,1.15061,0.0,1.4130630000000002,0.6,0.06997,Moving forward 0.6m on x-axis
1754818594.3931384,0.06564,1.14692,0.0,1.5,0.6,0.06567,Moving forward 0.6m on x-axis
1754818594.4351256,0.06298,1.14425,0.0,1.422093,0.6,0.06567,Moving forward 0.6m on x-axis
1754818594.4934373,0.06048,1.14069,0.0,1.5,0.6,0.06051,Moving forward 0.6m on x-axis
1754818594.5329685,0.05787,1.13656,0.0,1.4329290000000001,0.6,0.06051,Moving forward 0.6m on x-axis
