timestamp,tof1,tof2,tof3,tof4
2025-07-23 11:59:16.414238,128,0,0,0
2025-07-23 11:59:16.414238,129,0,0,0
2025-07-23 11:59:16.616207,125,0,0,0
2025-07-23 11:59:16.716134,125,0,0,0
2025-07-23 11:59:16.716134,126,0,0,0
2025-07-23 11:59:16.829153,126,0,0,0
2025-07-23 11:59:17.030867,122,0,0,0
2025-07-23 11:59:17.037455,115,0,0,0
2025-07-23 11:59:17.232341,120,0,0,0
2025-07-23 11:59:17.232341,123,0,0,0
2025-07-23 11:59:17.431462,119,0,0,0
2025-07-23 11:59:17.646858,107,0,0,0
2025-07-23 11:59:17.651911,114,0,0,0
2025-07-23 11:59:17.731952,109,0,0,0
2025-07-23 11:59:17.848756,108,0,0,0
2025-07-23 11:59:17.863964,109,0,0,0
2025-07-23 11:59:18.047628,109,0,0,0
2025-07-23 11:59:18.063902,107,0,0,0
2025-07-23 11:59:18.248473,105,0,0,0
2025-07-23 11:59:18.464226,106,0,0,0
2025-07-23 11:59:18.464226,108,0,0,0
2025-07-23 11:59:18.673066,105,0,0,0
2025-07-23 11:59:18.684519,105,0,0,0
2025-07-23 11:59:18.744648,102,0,0,0
2025-07-23 11:59:18.813149,100,0,0,0
2025-07-23 11:59:18.880414,100,0,0,0
2025-07-23 11:59:18.920699,98,0,0,0
2025-07-23 11:59:19.079016,91,0,0,0
2025-07-23 11:59:19.280814,90,0,0,0
2025-07-23 11:59:19.491662,87,0,0,0
2025-07-23 11:59:19.496869,88,0,0,0
2025-07-23 11:59:19.690687,85,0,0,0
2025-07-23 11:59:19.690687,85,0,0,0
2025-07-23 11:59:19.765525,80,0,0,0
2025-07-23 11:59:19.895400,86,0,0,0
2025-07-23 11:59:20.093360,79,0,0,0
2025-07-23 11:59:20.311397,76,0,0,0
2025-07-23 11:59:20.314839,79,0,0,0
2025-07-23 11:59:20.511596,78,0,0,0
2025-07-23 11:59:20.525427,76,0,0,0
2025-07-23 11:59:20.710764,81,0,0,0
2025-07-23 11:59:20.721777,78,0,0,0
2025-07-23 11:59:20.819895,79,0,0,0
2025-07-23 11:59:20.830424,81,0,0,0
2025-07-23 11:59:20.863915,75,0,0,0
2025-07-23 11:59:20.930912,71,0,0,0
2025-07-23 11:59:21.060617,71,0,0,0
2025-07-23 11:59:21.130379,65,0,0,0
2025-07-23 11:59:21.328313,68,0,0,0
2025-07-23 11:59:21.528596,68,0,0,0
2025-07-23 11:59:21.528596,64,0,0,0
2025-07-23 11:59:21.743154,62,0,0,0
2025-07-23 11:59:21.770609,57,0,0,0
2025-07-23 11:59:21.784670,62,0,0,0
2025-07-23 11:59:21.912199,56,0,0,0
2025-07-23 11:59:22.147815,52,0,0,0
2025-07-23 11:59:22.159559,49,0,0,0
2025-07-23 11:59:22.352396,42,0,0,0
2025-07-23 11:59:22.363577,42,0,0,0
2025-07-23 11:59:22.563658,37,0,0,0
2025-07-23 11:59:22.759657,30,0,0,0
2025-07-23 11:59:22.781666,31,0,0,0
2025-07-23 11:59:22.967837,28,0,0,0
2025-07-23 11:59:23.178705,25,0,0,0
2025-07-23 11:59:23.183761,26,0,0,0
2025-07-23 11:59:23.382603,21,0,0,0
2025-07-23 11:59:23.579615,16,0,0,0
2025-07-23 11:59:23.782471,18,0,0,0
2025-07-23 11:59:23.995739,16,0,0,0
2025-07-23 11:59:23.995739,13,0,0,0
2025-07-23 11:59:24.201092,13,0,0,0
2025-07-23 11:59:24.405842,12,0,0,0
2025-07-23 11:59:24.612434,10,0,0,0
2025-07-23 11:59:24.625989,9,0,0,0
2025-07-23 11:59:24.794692,11,0,0,0
2025-07-23 11:59:24.844267,7,0,0,0
2025-07-23 11:59:24.884849,12,0,0,0
2025-07-23 11:59:24.930294,10,0,0,0
2025-07-23 11:59:25.011670,7,0,0,0
2025-07-23 11:59:25.224148,4,0,0,0
2025-07-23 11:59:25.422669,5,0,0,0
2025-07-23 11:59:25.446029,6,0,0,0
2025-07-23 11:59:25.627348,5,0,0,0
2025-07-23 11:59:25.797751,5,0,0,0
2025-07-23 11:59:25.835728,3,0,0,0
2025-07-23 11:59:26.041995,3,0,0,0
2025-07-23 11:59:26.248885,6,0,0,0
2025-07-23 11:59:26.264148,6,0,0,0
2025-07-23 11:59:26.455470,5,0,0,0
2025-07-23 11:59:26.645221,3,0,0,0
2025-07-23 11:59:26.802046,3,0,0,0
2025-07-23 11:59:27.065888,2,0,0,0
2025-07-23 11:59:27.076937,6,0,0,0
2025-07-23 11:59:27.272226,4,0,0,0
2025-07-23 11:59:27.275345,2,0,0,0
2025-07-23 11:59:27.477374,4,0,0,0
2025-07-23 11:59:27.477374,3,0,0,0
