timestamp,track_id,prev_shape,new_shape,note
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:18,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:19,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:19,6,Uncertain,,uncertain-flip
2025-10-04T16:16:19,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:19,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:19,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:20,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:20,6,Rectangle_V,,
2025-10-04T16:16:21,3,Uncertain,Rectangle_H,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:21,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,3,Uncertain,Rectangle_H,uncertain-flip
2025-10-04T16:16:22,3,Uncertain,Rectangle_H,uncertain-flip
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:22,3,Uncertain,Rectangle_H,uncertain-flip
2025-10-04T16:16:22,6,Rectangle_V,,
2025-10-04T16:16:22,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,3,Rectangle_H,,
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,12,Square,Uncertain,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:23,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,12,Circle,Uncertain,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,12,Circle,Uncertain,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,6,Rectangle_V,,
2025-10-04T16:16:24,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:24,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:24,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:24,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:24,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:24,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:25,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:25,6,Rectangle_V,,
2025-10-04T16:16:26,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:26,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:26,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:26,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:26,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:26,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:26,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:26,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:26,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:26,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:27,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:27,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:27,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:27,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:27,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:27,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:27,12,Uncertain,Circle,uncertain-flip
2025-10-04T16:16:28,12,Uncertain,,uncertain-flip
2025-10-04T16:16:28,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:28,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:28,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:29,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:29,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:29,6,Rectangle_V,Uncertain,uncertain-flip
2025-10-04T16:16:29,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:30,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:30,6,Uncertain,Rectangle_V,uncertain-flip
2025-10-04T16:16:30,6,Uncertain,Rectangle_V,uncertain-flip
