time,err_total,err_x,err_y,accumulate_err_x,accumulate_err_y,accumulate_err_total,controller_output_x,controller_output_y,gimbal_pitch_angle,gimbal_yaw_angle
3.594956159591675,300.647634283059,58.0,-295.0,58.0,-295.0,300.647634283059,0.0,0.0,38.5,0.5
3.629279375076294,284.96491012052695,58.0,-279.0,116.0,-574.0,585.6039617352328,-35.205999999999996,168.72368833164307,38.5,0.5
3.6748898029327393,265.8589851782332,60.0,-259.0,176.0,-833.0,851.3900398759666,-36.47919698908544,156.62103010914564,37.7,0.4
3.7085983753204346,259.04439773907484,60.0,-252.0,236.0,-1085.0,1110.3697582337156,-36.42,152.68365588185367,36.5,0.0
3.740429639816284,211.07344693257843,46.0,-206.0,282.0,-1291.0,1321.4405018766452,-27.32824413452176,123.0910878705715,31.4,-0.9
3.7698631286621094,140.6840431605518,36.0,-136.0,318.0,-1427.0,1462.0030779721362,-21.393338776700446,79.3413714369031,25.8,-2.0
3.8036186695098877,84.11896337925236,26.0,-80.0,344.0,-1507.0,1545.7635653617924,-15.382065658527628,46.32036768775472,21.4,-2.9
3.8360655307769775,28.844410203711913,16.0,-24.0,360.0,-1531.0,1572.7558615373207,-9.295935102724627,12.238036575257913,19.7,-3.3
3.870009422302246,26.832815729997478,12.0,-24.0,372.0,-1555.0,1598.8774186910014,-7.124913938934193,14.568,18.4,-3.6
3.8973512649536133,48.662100242385755,8.0,48.0,380.0,-1507.0,1554.1714834599172,-4.658500509243111,-32.690990833624,17.6,-3.9
3.9513752460479736,54.0,0.0,54.0,380.0,-1453.0,1501.868502898972,0.1999112205584462,-32.927933415418835,17.1,-4.4
3.9767816066741943,60.0,0.0,60.0,380.0,-1393.0,1443.900619848887,0.0,-36.73881779996622,17.6,-4.5
4.024486780166626,56.0357029044876,-2.0,56.0,378.0,-1337.0,1389.4074276467647,1.270597635064221,-33.878804729871554,18.8,-4.6
4.05830454826355,32.0,0.0,32.0,378.0,-1305.0,1358.6423370409152,-0.07983968641164113,-18.465923763060307,20.4,-4.6
4.1044487953186035,14.142135623730951,-2.0,-14.0,376.0,-1319.0,1371.5454786480834,1.2725121693887147,9.843779895940436,21.8,-4.6
4.141095161437988,48.373546489791295,6.0,-48.0,382.0,-1367.0,1419.3706351760277,-3.9367086203531416,30.38851163650085,22.8,-4.6
4.1723175048828125,68.26419266350405,6.0,-68.0,388.0,-1435.0,1486.5291789938065,-3.642,42.14076532575827,23.0,-4.6
4.206434965133667,86.20904824900923,6.0,-86.0,394.0,-1521.0,1571.2024058026389,-3.642,52.91424527914241,22.6,-4.5
4.235847234725952,98.02040603874276,2.0,-98.0,396.0,-1619.0,1666.7264322617555,-1.0304031516487793,60.03679054505366,21.2,-4.7
4.277655124664307,108.01851693112621,2.0,-108.0,398.0,-1727.0,1772.267756294178,-1.214,65.87890555729805,19.2,-4.8
4.30828070640564,173.2887763243771,-10.0,-173.0,388.0,-1900.0,1939.212211182675,6.598969543724164,107.87625169517256,18.2,-4.8
4.336292743682861,171.572142260916,-14.0,-171.0,374.0,-2071.0,2104.499227844952,8.690774268667386,103.7006128656663,15.8,-4.9
4.370511531829834,104.6900186264192,-12.0,-104.0,362.0,-2175.0,2204.91927289867,7.205095978372955,60.484715275494,12.4,-4.7
4.4111151695251465,80.62257748298549,-10.0,-80.0,352.0,-2255.0,2282.307823235069,6.003503494926719,47.762041939120635,12.4,-4.7
4.443155288696289,55.31726674375732,-12.0,-54.0,340.0,-2309.0,2333.898241140774,7.368269349485809,31.682498456684474,6.5,-4.2
4.470655918121338,36.05551275463989,-12.0,-34.0,328.0,-2343.0,2365.847205548152,7.284,19.656204289702284,3.7,-4.0
4.5066540241241455,25.059928172283335,-12.0,-22.0,316.0,-2365.0,2386.017812171569,7.284,12.903976323789465,2.8,-3.9
4.538719415664673,79.55501241279521,-20.0,-77.0,296.0,-2442.0,2459.87398051201,12.47681173006573,49.054580644201884,1.5,-3.6
4.57064414024353,19.79898987322333,-14.0,-14.0,282.0,-2456.0,2472.136727610348,8.244278155666084,5.833920634493882,0.5,-3.3
4.602801322937012,22.80350850198276,-14.0,-18.0,268.0,-2474.0,2488.473427625861,8.498,11.093925158477724,-0.8,-2.9
4.634629011154175,14.142135623730951,-10.0,-10.0,258.0,-2484.0,2497.3626088335673,5.900336405108805,5.730672810217611,-1.2,-2.8
4.675033330917358,10.0,-6.0,-8.0,252.0,-2492.0,2504.709164753465,3.5083509240682607,4.78917546203413,-2.0,-2.5
4.697986364364624,6.324555320336759,-2.0,-6.0,250.0,-2498.0,2510.478838787533,0.9787369785607445,3.524368489280372,-2.1,-2.4
4.731475591659546,8.246211251235321,-2.0,-8.0,248.0,-2506.0,2518.241449901101,1.214,4.936622941109466,-2.6,-2.2
