acc_x,acc_y,acc_z,esc_angle,esc_speed,esc_state,gyro_x,gyro_y,gyro_z,pitch,pos_x,pos_y,pos_z,roll,status_0,status_1,status_10,status_2,status_3,status_4,status_5,status_6,status_7,status_8,status_9,timestamp,yaw
-0.00845,-0.00237,-0.02493,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.17659,0.01313,-0.99493,-1.01,0.17226,0.06438,0.0,-1.87,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:46.842,20.72
0.02053,-0.06713,-0.06255,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.03369,0.00355,-1.04561,-0.91,0.50075,0.19228,0.0,-1.86,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:47.855,20.62
0.02193,0.03032,-0.6931,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.01322,0.01192,-1.04176,-1.05,0.59138,0.22793,0.0,-1.78,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:48.869,10.86
0.01143,0.04229,-0.72576,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.01454,-0.00131,-1.00236,-1.1,0.59216,0.22498,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:49.876,-43.67
-0.00913,0.00283,0.02162,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.00049,0.01625,-1.01039,-0.64,0.58756,0.22204,0.0,0.71,1,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:50.879,-68.67
0.00253,-0.00387,0.01489,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.13146,0.01106,-1.0113,-0.58,0.69902,-0.03131,0.0,0.79,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:51.885,-68.7
-0.01352,-0.0013,0.03123,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.01366,-0.01108,-1.0192,-0.84,0.80386,-0.32106,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:52.890,-68.74
0.05285,0.01992,-0.78055,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.04894,0.04095,-1.01648,-0.03,0.81608,-0.35867,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:53.905,-94.52
-0.01117,-0.01028,-0.71655,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.00762,-0.01316,-1.01926,1.64,0.81288,-0.35477,0.0,1.22,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:54.905,-138.11
-0.01976,0.05982,-0.17284,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.26977,0.07222,-0.98181,2.29,0.80802,-0.35495,0.0,0.74,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:55.907,-157.03
0.01716,0.01682,-0.0344,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.11021,0.03775,-0.95661,2.23,0.54129,-0.4882,0.0,0.78,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:56.921,-157.39
-0.01604,-0.00508,-0.05053,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.03362,0.00399,-1.01062,2.42,0.30649,-0.57667,0.0,0.93,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:57.935,-157.18
0.00684,0.03572,-0.76481,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.00361,-0.00122,-1.00428,2.89,0.29737,-0.58183,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:58.936,-175.32
-0.00591,0.02709,-0.7587,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.0151,-0.00581,-1.00909,2.85,0.29933,-0.57773,0.0,-1.92,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:38:59.949,141.17
-0.00136,0.00029,0.01702,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.00092,0.01484,-1.01001,2.06,0.30565,-0.57903,0.0,-3.06,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:39:00.955,113.57
-0.00987,0.03868,-0.01745,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.10657,-0.00606,-0.96849,2.06,0.21472,-0.34417,0.0,-2.94,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:39:01.967,113.5
-0.01263,-0.01606,0.00055,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.01451,0.04276,-1.0148,1.89,0.07826,-0.05622,0.0,-2.86,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:39:02.969,113.47
0.00419,0.02167,-0.72138,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.00108,-0.0299,-1.01757,1.05,0.06942,-0.03646,0.0,-3.28,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:39:03.971,91.0
0.00954,-0.00791,-0.79551,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",0.01102,0.01138,-1.0159,-0.86,0.07227,-0.03501,0.0,-2.76,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:39:04.973,42.77
-0.00822,0.00517,0.02043,"[7591, 1147, 15618, 22364]","[0, 0, 0, -1]","[0, 0, 0, 0]",-0.00369,0.01505,-1.00846,-1.44,0.08215,-0.03256,0.0,-2.27,1,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:39:05.986,24.57
