acc_x,acc_y,acc_z,esc_angle,esc_speed,esc_state,gyro_x,gyro_y,gyro_z,pitch,pos_x,pos_y,pos_z,roll,status_0,status_1,status_10,status_2,status_3,status_4,status_5,status_6,status_7,status_8,status_9,timestamp,yaw
0.02214,0.03101,-0.00677,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",0.03506,0.05806,-0.97115,-0.8,0.21141,0.0755,0.0,-1.93,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:10.366,20.19
0.0071,-0.00526,0.03896,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",-0.01325,0.0057,-1.03077,-0.7,0.53599,0.19747,0.0,-1.88,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:11.373,20.09
0.02107,0.01886,-0.79659,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",0.00939,0.03208,-0.99551,-1.17,0.56878,0.20707,0.0,-1.19,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:12.386,-9.69
-0.04398,0.04585,-0.82476,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",-0.00177,0.03938,-1.0087,-0.87,0.56845,0.20325,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:13.393,-55.81
-0.05244,0.06982,0.12824,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",0.07029,0.01377,-1.01249,-0.61,0.60649,0.11547,0.0,0.53,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:14.408,-69.04
0.05491,-0.05709,-0.06041,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",-0.01822,0.04044,-1.04726,-0.9,0.73208,-0.21963,0.0,0.63,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:15.408,-69.15
0.02758,0.0087,-0.63112,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",-0.01462,-0.03832,-1.01965,-0.69,0.79122,-0.37413,0.0,0.88,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:16.424,-79.01
0.01687,-0.00419,-0.83234,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",0.04878,0.03863,-1.00953,0.94,0.78983,-0.37464,0.0,1.35,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:17.437,-126.37
-0.0117,0.00534,0.01989,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",0.00117,0.00575,-1.01155,1.97,0.78949,-0.37092,0.0,0.92,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:18.440,-158.17
0.02111,0.03949,0.02506,"[27503, 23689, 974, 6634]","[2, -2, -1, -3]","[0, 0, 0, 0]",0.01215,0.02002,-0.98138,1.76,0.57082,-0.49034,0.0,0.82,0,0,0,0,0,0,0,0,0,0,0,2025-07-04T16:37:19.456,-158.27
