timestamp_iso,raw_tof_mm,calibrated_tof_cm,filtered_tof_cm,current_speed_ms,pid_output,error_cm,control_mode,t_detect,t_stop_command,response_time,total_time_from_start
2025-08-05T14:59:49.603107,117,14.300699999999999,16.849852240907374,0.125,-0.35283300295051473,-33.150147759092626,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:49.614251,103,13.0491,15.578458159139409,0.125,-0.6873393162474324,-34.42154184086059,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:49.801844,80,10.992899999999999,14.044537730866292,0.125,-0.38496546877101456,-35.955462269133704,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:49.801844,64,9.5625,12.545246042249488,0.125,-0.48787460688718753,-37.45475395775051,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.010322,47,8.0427,11.039094094382156,0.125,-0.4121627655874067,-38.96090590561784,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.010322,52,8.4897,10.18629329121329,0.125,-0.4629773179889541,-39.81370670878671,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.153123,52,8.4897,9.61876388311358,0.125,-0.41661535119238513,-40.38123611688642,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.155133,46,7.9533000000000005,9.061647609761497,0.125,-1.2414405039133585,-40.93835239023851,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.422676,45,7.863899999999999,8.660987654578797,0.125,-0.4187629853178326,-41.3390123454212,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.434791,44,7.7745,8.364447631406234,0.125,-0.4906655483758929,-41.635552368593764,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.617948,42,7.5957,8.107292961227131,0.125,-0.4240192930489489,-41.89270703877287,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:50.832449,66,9.741299999999999,8.653886568751272,0.125,-0.4066966743632036,-41.346113431248725,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:51.031486,76,10.635299999999999,9.31669149534227,0.125,-0.3977231028773942,-40.68330850465773,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:51.039075,97,12.512699999999999,10.385792041904558,0.125,0.025597128974787164,-39.61420795809544,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:51.055214,93,12.1551,10.977645318352401,0.125,-0.28108560073417266,-39.0223546816476,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:51.167174,76,10.635299999999999,10.863126985115741,0.125,-0.39531745427713655,-39.13687301488426,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:51.181104,53,8.5791,10.099094444341334,0.125,-0.5644350687254136,-39.90090555565867,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
2025-08-05T14:59:51.254097,20,5.6289,8.603764467365309,0.125,-0.47630092454437994,-41.39623553263469,PID_ACTIVE,1754380788.1169844,1754380788.1169844,0.0,2.013890266418457
