timestamp_iso,raw_tof,filtered_tof,t_detect,t_stop_command,response_time,total_time_from_start
2025-07-30T10:55:37.264187,912,912,,,,
2025-07-30T10:55:37.323122,937,917.9764305902672,,,,
2025-07-30T10:55:37.363148,938,922.7632095001338,,,,
2025-07-30T10:55:37.423135,931,924.7322737684947,,,,
2025-07-30T10:55:37.463133,914,922.1666461983684,,,,
2025-07-30T10:55:37.523181,906,918.3018926430902,,,,
2025-07-30T10:55:37.563138,885,910.3408346468518,,,,
2025-07-30T10:55:37.623165,868,900.2189522708161,,,,
2025-07-30T10:55:37.683205,858,890.1262067572027,,,,
2025-07-30T10:55:37.723427,850,880.5337471757973,,,,
2025-07-30T10:55:37.783160,834,869.4095187717495,,,,
2025-07-30T10:55:37.822892,837,861.6617891956166,,,,
2025-07-30T10:55:37.882894,811,849.5507225273625,,,,
2025-07-30T10:55:37.923035,821,842.7254660678921,,,,
2025-07-30T10:55:37.983146,796,831.5554058777863,,,,
2025-07-30T10:55:38.022986,779,818.9916564629099,,,,
2025-07-30T10:55:38.083168,770,807.279847088798,,,,
2025-07-30T10:55:38.143172,757,795.26008644018,,,,
2025-07-30T10:55:38.182984,728,779.1810769159756,,,,
2025-07-30T10:55:38.243153,723,765.7505846489839,,,,
2025-07-30T10:55:38.303462,699,749.7933752084076,,,,
2025-07-30T10:55:38.343918,699,737.6508519532697,,,,
2025-07-30T10:55:38.403933,666,720.5221982159806,,,,
2025-07-30T10:55:38.444455,662,706.5320439908738,,,,
2025-07-30T10:55:38.504469,641,690.866135496882,,,,
2025-07-30T10:55:38.543999,619,673.6860166733678,,,,
2025-07-30T10:55:38.603471,608,657.983299897387,,,,
2025-07-30T10:55:38.644016,589,641.4923437484142,,,,
2025-07-30T10:55:38.702980,584,627.748383673047,,,,
2025-07-30T10:55:38.763542,570,613.9432154041635,,,,
2025-07-30T10:55:38.803812,570,603.4382723331178,,,,
2025-07-30T10:55:38.863053,543,588.9900667493359,,,,
2025-07-30T10:55:38.903738,524,573.4537218299664,,,,
2025-07-30T10:55:38.963197,510,558.2846512615297,,,,
2025-07-30T10:55:39.004106,489,541.7216548921136,,,,
2025-07-30T10:55:39.063241,483,527.68381910778,,,,
2025-07-30T10:55:39.103333,464,512.4597421229488,,,,
2025-07-30T10:55:39.162781,457,499.2016901488719,,,,
2025-07-30T10:55:39.203513,444,486.0053273632651,,,,
2025-07-30T10:55:39.263649,428,472.1387348491739,,,,
2025-07-30T10:55:39.323164,417,458.95742198272444,,,,
2025-07-30T10:55:39.363380,402,445.341338819512,1753847739.323165,1753847739.323165,0.0,2.118176221847534
2025-07-30T10:55:39.423169,389,431.8725347868103,1753847739.323165,1753847739.323165,0.0,2.118176221847534
2025-07-30T10:55:39.463400,377,418.7548589681945,1753847739.323165,1753847739.323165,0.0,2.118176221847534
2025-07-30T10:55:39.523196,363,405.42625718045247,1753847739.323165,1753847739.323165,0.0,2.118176221847534
2025-07-30T10:55:39.563183,365,395.7620683779219,1753847739.323165,1753847739.323165,0.0,2.118176221847534
