timestamp_iso,raw_tof,filtered_tof,t_detect,t_stop_command,response_time,total_time_from_start
2025-07-30T10:54:44.963347,961,961,,,,
2025-07-30T10:54:45.030805,952,958.8484849875038,,,,
2025-07-30T10:54:45.082011,954,957.6894196276729,,,,
2025-07-30T10:54:45.142265,938,952.9825216369757,,,,
2025-07-30T10:54:45.182164,926,946.5321549284249,,,,
2025-07-30T10:54:45.242259,925,941.3847377528805,,,,
2025-07-30T10:54:45.282059,905,932.6867033638739,,,,
2025-07-30T10:54:45.342114,894,923.438367467056,,,,
2025-07-30T10:54:45.382107,881,913.2931691658114,,,,
2025-07-30T10:54:45.441031,873,903.6607960145566,,,,
2025-07-30T10:54:45.481988,863,893.9405390095162,,,,
2025-07-30T10:54:45.542377,863,886.543979656883,,,,
2025-07-30T10:54:45.582111,851,878.0469345640338,,,,
2025-07-30T10:54:45.632801,839,868.7124827966476,,,,
2025-07-30T10:54:45.682111,816,856.1111830096548,,,,
2025-07-30T10:54:45.743787,803,843.4145710566876,,,,
2025-07-30T10:54:45.782684,804,833.9922331300697,,,,
2025-07-30T10:54:45.842790,790,823.4755720175611,,,,
2025-07-30T10:54:45.881903,790,815.4729947122634,,,,
2025-07-30T10:54:45.942847,774,805.5585757415289,,,,
2025-07-30T10:54:45.982691,759,794.428411889491,,,,
2025-07-30T10:54:46.042797,736,780.4606779632076,,,,
2025-07-30T10:54:46.084435,738,770.3101461766955,,,,
2025-07-30T10:54:46.144857,738,762.5861723372391,,,,
2025-07-30T10:54:46.182935,700,747.6244957418787,,,,
2025-07-30T10:54:46.233648,700,736.2395160139662,,,,
2025-07-30T10:54:46.280230,686,724.2293968001227,,,,
2025-07-30T10:54:46.341314,658,708.3967810796747,,,,
2025-07-30T10:54:46.383384,653,695.1537803977985,,,,
2025-07-30T10:54:46.433592,647,683.642271349542,,,,
2025-07-30T10:54:46.482164,610,666.0375544203356,,,,
2025-07-30T10:54:46.542753,610,652.6413722426773,,,,
2025-07-30T10:54:46.601915,589,637.4274424875686,,,,
2025-07-30T10:54:46.641879,576,622.7427686329852,,,,
2025-07-30T10:54:46.700195,556,606.7874276674933,,,,
2025-07-30T10:54:46.743169,549,592.9729256496988,,,,
2025-07-30T10:54:46.791818,527,577.2016212104074,,,,
2025-07-30T10:54:46.842993,518,563.0490460105958,,,,
2025-07-30T10:54:46.891791,503,548.6938877908323,,,,
2025-07-30T10:54:46.933451,489,534.423632709028,,,,
2025-07-30T10:54:46.992110,466,518.0664690442502,,,,
