timestamp_iso,raw_tof,filtered_tof,t_detect,t_stop_command,response_time,total_time_from_start
2025-07-30T10:35:38.950977,1020,1020.0,,,,
2025-07-30T10:35:39.010279,1023,1021.5,,,,
2025-07-30T10:35:39.050277,1027,1023.3333333333334,,,,
2025-07-30T10:35:39.110352,1019,1022.25,,,,
2025-07-30T10:35:39.149595,1003,1018.4,,,,
2025-07-30T10:35:39.209943,987,1011.8,,,,
2025-07-30T10:35:39.250107,956,998.4,,,,
2025-07-30T10:35:39.310651,929,978.8,,,,
2025-07-30T10:35:39.359969,924,959.8,,,,
2025-07-30T10:35:39.410376,909,941.0,,,,
2025-07-30T10:35:39.468925,903,924.2,,,,
2025-07-30T10:35:39.510450,896,912.2,,,,
2025-07-30T10:35:39.560831,890,904.4,,,,
2025-07-30T10:35:39.610441,861,891.8,,,,
2025-07-30T10:35:39.669964,847,879.4,,,,
2025-07-30T10:35:39.710306,834,865.6,,,,
2025-07-30T10:35:39.760513,801,846.6,,,,
2025-07-30T10:35:39.825444,801,828.8,,,,
2025-07-30T10:35:39.869956,770,810.6,,,,
2025-07-30T10:35:39.929950,758,792.8,,,,
2025-07-30T10:35:39.978503,742,774.4,,,,
2025-07-30T10:35:40.029844,742,762.6,,,,
2025-07-30T10:35:40.070889,723,747.0,,,,
2025-07-30T10:35:40.129261,704,733.8,,,,
2025-07-30T10:35:40.172439,689,720.0,,,,
2025-07-30T10:35:40.218037,678,707.2,,,,
2025-07-30T10:35:40.288822,668,692.4,,,,
2025-07-30T10:35:40.326420,653,678.4,,,,
2025-07-30T10:35:40.389975,635,664.6,,,,
2025-07-30T10:35:40.430053,620,650.8,,,,
2025-07-30T10:35:40.490460,615,638.2,,,,
2025-07-30T10:35:40.529962,600,624.6,,,,
2025-07-30T10:35:40.590149,590,612.0,,,,
2025-07-30T10:35:40.629971,574,599.8,,,,
2025-07-30T10:35:40.676924,562,588.2,,,,
2025-07-30T10:35:40.750346,547,574.6,,,,
2025-07-30T10:35:40.790318,534,561.4,,,,
2025-07-30T10:35:40.842898,521,547.6,,,,
2025-07-30T10:35:40.884945,507,534.2,,,,
2025-07-30T10:35:40.949587,496,521.0,,,,
2025-07-30T10:35:40.989987,483,508.2,,,,
2025-07-30T10:35:41.049998,468,495.0,,,,
2025-07-30T10:35:41.090334,456,482.0,,,,
2025-07-30T10:35:41.150015,442,469.0,,,,
2025-07-30T10:35:41.186228,431,456.0,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.250069,417,442.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.309415,403,429.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.350751,403,419.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.410484,397,410.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.450672,398,403.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.512112,400,400.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.550699,398,399.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.589710,396,397.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.650295,396,397.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.689990,396,397.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.750227,397,396.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.790003,398,396.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.850188,397,396.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.890469,396,396.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.950550,396,396.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:41.990558,399,397.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.050266,396,396.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.110353,396,396.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.149882,396,396.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.210879,401,397.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.250883,397,397.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.311097,396,397.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.351356,396,397.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.411353,397,397.4,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.451360,393,395.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.511350,397,395.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.551372,396,395.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.611316,394,395.4,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.651042,393,394.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.712025,395,395.0,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.750985,398,395.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.811079,394,394.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.851696,397,395.4,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.911022,397,396.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:42.971376,397,396.6,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:43.031368,396,396.2,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:43.070910,395,396.4,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:43.131047,399,396.8,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
2025-07-30T10:35:43.171022,395,396.4,1753846541.1510298,1753846541.1510298,0.0,2.259049654006958
