elapsed_time,current_x,error,derivative,speed
0.730849027633667,0.0,2.0,20.0,52.0
0.8399834632873535,0.0,2.0,0.0,12.0
0.957711935043335,0.0,2.0,0.0,12.0
1.0583062171936035,0.007,1.993,-0.06999999999999895,11.818000000000001
1.1754753589630127,0.0496,1.9504,-0.42600000000000193,10.850399999999995
1.289128303527832,0.12868,1.87132,-0.7907999999999982,9.646320000000005
1.3906631469726562,0.31876,1.68124,-1.9008000000000003,6.28584
1.507387399673462,0.31876,1.68124,0.0,10.08744
1.6093804836273193,0.43564,1.56436,-1.168800000000001,7.048559999999998
1.7228164672851562,0.43564,1.56436,0.0,9.38616
1.8254451751708984,0.57653,1.42347,-1.4088999999999996,5.723020000000001
1.9402751922607422,0.57653,1.42347,0.0,8.54082
2.0404295921325684,0.70405,1.29595,-1.2752000000000008,5.225299999999998
2.156003713607788,0.76888,1.23112,-0.6482999999999994,6.0901200000000015
2.274021625518799,0.83749,1.1625100000000002,-0.6860999999999984,5.602860000000004
2.375459671020508,0.97326,1.02674,-1.3577000000000017,3.445039999999996
2.4895360469818115,0.97326,1.02674,0.0,6.1604399999999995
2.5940001010894775,1.10379,0.89621,-1.3053000000000003,2.766659999999999
2.705984115600586,1.10379,0.89621,0.0,5.37726
2.8095571994781494,1.17105,0.8289500000000001,-0.6725999999999988,3.6285000000000034
2.922471284866333,1.23954,0.7604599999999999,-0.6849000000000016,3.192959999999996
3.0406851768493652,1.37188,0.62812,-1.323399999999999,1.121920000000002
3.1552038192749023,1.37188,0.62812,0.0,3.76872
3.2598764896392822,1.50639,0.4936100000000001,-1.345099999999999,0.2714600000000025
3.3752026557922363,1.57419,0.42581,-0.6780000000000008,1.1988599999999985
3.4909770488739014,1.6401,0.3599000000000001,-0.6590999999999991,0.8412000000000024
3.5921967029571533,1.69385,0.3061499999999999,-0.5375000000000019,0.7618999999999958
3.7053332328796387,1.72749,0.27251000000000003,-0.3363999999999989,0.9622600000000023
3.8108317852020264,1.86203,0.13796999999999993,-1.345400000000001,-1.8629800000000025
3.9208106994628906,1.86203,0.13796999999999993,0.0,0.8278199999999996
4.025236368179321,2.00698,-0.006979999999999986,-1.4494999999999991,-2.940879999999998
