timestamp,target_name,iteration,markers_found,marker_id,marker_x,marker_y,marker_w,marker_h,error_x,error_y,yaw_speed,pitch_speed,locked,fired,elapsed_time,response_time_summary
14:10:15.575046,left,0,2,heart,0.40937,0.40417,0.05625,0.11389,-0.0906299999999999,-0.09583,-14.291687383239267,15.111689307467945,0,0,1.099,9.3076
14:10:15.787209,left,1,2,heart,0.41484,0.41806,0.05469,0.11389,-0.08516,-0.08194,-13.597661973807812,13.14988174465895,0,0,1.311,0.0
14:10:16.004144,left,2,2,heart,0.44531,0.475,0.05625,0.11667,-0.05469,-0.025,-9.109259913601877,4.646410515820984,0,0,1.528,0.0
14:10:16.205961,left,3,2,heart,0.46719,0.5125,0.05625,0.11389,-0.03281,0.0124999999999999,-5.874181970598698,-0.9964659155249528,0,0,1.73,0.0
14:10:16.408995,left,4,2,heart,0.48047,0.52361,0.05781,0.11389,-0.0195299999999999,0.02361,-3.909938770956991,-2.6965213715648675,0,0,1.933,0.0
14:10:16.616910,left,5,2,heart,0.49141,0.52083,0.05781,0.11389,-0.0085899999999999,0.02083,-2.2813796178150154,-2.3096893389749544,0,0,2.141,0.0
14:10:16.818253,left,6,2,heart,0.49922,0.5125,0.05781,0.11389,-0.00078,0.0124999999999999,-1.110978947014809,-1.0778067940998008,0,0,2.342,0.0
14:10:17.020854,left,7,2,heart,0.50234,0.50694,0.05781,0.11389,0.00234,0.0069399999999999,-0.6396602691555009,-0.2536493686056051,0,0,2.545,0.0
14:10:17.195432,left,7,2,heart,0.50234,0.50694,0.05781,0.11389,0.00234,0.0069399999999999,0.0,0.0,1,1,2.719,0.0
14:10:18.779342,center,0,3,heart,0.49922,0.40972,0.07031,0.125,-0.00078,-0.09028,-1.1172671366977696,15.441283966927532,0,0,1.432,0.0
14:10:18.994642,center,1,3,heart,0.49922,0.40972,0.07031,0.125,-0.00078,-0.09028,-1.1184426751518253,15.57734500748158,0,0,1.647,0.0
14:10:19.208209,center,2,3,heart,0.50156,0.47083,0.06875,0.125,0.00156,-0.0291699999999999,-0.7651214841747275,6.45424830286741,0,0,1.861,0.0
14:10:19.415661,center,3,3,heart,0.50313,0.52361,0.06875,0.125,0.0031299999999999,0.02361,-0.5250542071270993,-1.4972032661724106,0,0,2.068,0.0
14:10:19.625116,center,4,3,heart,0.50391,0.54028,0.07031,0.125,0.0039099999999999,0.0402799999999999,-0.4023214299392745,-4.056761134490963,0,0,2.278,0.0
14:10:19.835859,center,5,3,heart,0.50469,0.53194,0.06875,0.125,0.0046899999999999,0.0319399999999999,-0.2784027310490651,-2.8528790966558395,0,0,2.489,0.0
14:10:20.047272,center,6,3,heart,0.50469,0.52222,0.06875,0.12222,0.0046899999999999,0.02222,-0.2714620609784169,-1.427762185988428,0,0,2.7,0.0
14:10:20.258473,center,7,3,heart,0.50625,0.51111,0.06875,0.12222,0.0062499999999999,0.0111099999999999,-0.0282220088744198,0.2223126973915181,0,0,2.911,0.0
14:10:20.466295,center,8,3,heart,0.50625,0.50833,0.06875,0.12222,0.0062499999999999,0.0083299999999999,-0.0191297926807438,0.6271945916485877,0,0,3.119,0.0
14:10:20.634941,center,8,3,heart,0.50625,0.50833,0.06875,0.12222,0.0062499999999999,0.0083299999999999,0.0,0.0,1,1,3.288,0.0
14:10:21.981699,right,0,3,heart,0.60547,0.39861,0.05469,0.10833,0.1054699999999999,-0.1013899999999999,15.982678168170445,18.16072260104179,0,0,1.192,0.0
14:10:22.193081,right,1,2,heart,0.59609,0.41667,0.05469,0.11111,0.09609,-0.08333,14.7178598234272,15.575023645193582,0,0,1.403,0.0
14:10:22.401809,right,2,2,heart,0.56563,0.47083,0.05313,0.10833,0.0656299999999999,-0.0291699999999999,10.244751588375562,7.493643830833433,0,0,1.612,0.0
