timestamp,target_name,iteration,markers_found,marker_id,marker_x,marker_y,marker_w,marker_h,error_x,error_y,yaw_speed,pitch_speed,locked,fired,elapsed_time,response_time_summary
13:47:26.423905,left,0,2,heart,0.40156,0.42222,0.05625,0.11667,-0.09844,-0.07778,-8.073091602722805,6.378759293577607,0,0,1.107,3.5066
13:47:26.646130,left,1,2,heart,0.40937,0.43333,0.05625,0.11667,-0.0906299999999999,-0.06667,-7.344333317932245,5.384495785898846,0,0,1.329,0.0
13:47:26.857712,left,2,2,heart,0.42344,0.45278,0.05625,0.11667,-0.07656,-0.0472199999999999,-6.203577486951984,3.796554452188514,0,0,1.54,0.0
13:47:27.070588,left,3,2,heart,0.43594,0.46944,0.05625,0.11667,-0.06406,-0.0305599999999999,-5.224994015720838,2.4839253036173297,0,0,1.753,0.0
13:47:27.275257,left,4,2,heart,0.44453,0.47778,0.05781,0.11667,-0.05547,-0.02222,-4.565896275470856,1.8587856452943776,0,0,1.958,0.0
13:47:27.490362,left,5,2,heart,0.45391,0.48611,0.05781,0.11667,-0.04609,-0.01389,-3.823774074133364,1.1973969124092088,0,0,2.173,0.0
13:47:27.692597,left,6,2,heart,0.46328,0.49306,0.05781,0.11389,-0.0367199999999999,-0.00694,-3.078558367021112,0.6469492538454129,0,0,2.375,0.0
13:47:27.899412,left,7,2,heart,0.47031,0.49722,0.05625,0.11667,-0.0296899999999999,-0.00278,-2.5351404039255026,0.3292955441879324,0,0,2.582,0.0
13:47:28.104868,left,8,2,heart,0.47578,0.49861,0.05781,0.11389,-0.02422,-0.00139,-2.109691202862924,0.2316158556262775,0,0,2.788,0.0
13:47:28.315334,left,9,2,heart,0.48047,0.5,0.05781,0.11667,-0.0195299999999999,0.0,-1.7429414408069237,0.1205769062853836,0,0,2.998,0.0
13:47:28.524387,left,10,2,heart,0.48438,0.5,0.05625,0.11667,-0.01562,0.0,-1.4369873055872369,0.1271812938475608,0,0,3.207,0.0
13:47:28.731362,left,11,2,heart,0.4875,0.50139,0.05625,0.11389,-0.0125,0.00139,-1.193516952624677,0.0089462394918056,0,0,3.414,0.0
13:47:28.935933,left,12,2,heart,0.48984,0.50139,0.05781,0.11389,-0.01016,0.00139,-1.012105508089461,0.0154106427717206,0,0,3.619,0.0
13:47:29.141974,left,13,2,heart,0.49141,0.50278,0.05781,0.11667,-0.0085899999999999,0.00278,-0.8920938782928652,-0.1031083355411297,0,0,3.825,0.0
13:47:29.316030,left,13,2,heart,0.49141,0.50278,0.05781,0.11667,-0.0085899999999999,0.00278,0.0,0.0,1,1,3.999,0.0
13:47:30.931928,center,0,3,heart,0.49531,0.43889,0.07187,0.12778,-0.00469,-0.06111,-0.5939296960857732,5.159915409324012,0,0,1.457,0.0
13:47:31.137972,center,1,3,heart,0.49531,0.44028,0.07187,0.125,-0.00469,-0.0597199999999999,-0.5970749125003838,5.018581229458663,0,0,1.663,0.0
13:47:31.343051,center,2,3,heart,0.49687,0.46111,0.07187,0.12778,-0.00313,-0.0388899999999999,-0.465309796449543,3.2653295002397114,0,0,1.868,0.0
13:47:31.548104,center,3,3,heart,0.49766,0.475,0.07031,0.12778,-0.00234,-0.025,-0.4063440492254223,2.193091734883454,0,0,2.074,0.0
13:47:31.750175,center,4,3,heart,0.49844,0.4875,0.07187,0.125,-0.00156,-0.0125,-0.3442517065677833,1.2014933991715766,0,0,2.276,0.0
13:47:31.957257,center,5,3,heart,0.49844,0.49167,0.07187,0.12778,-0.00156,-0.00833,-0.3484349039316182,0.9113430825462124,0,0,2.483,0.0
13:47:32.140648,center,5,3,heart,0.49844,0.49167,0.07187,0.12778,-0.00156,-0.00833,0.0,0.0,1,1,2.666,0.0
13:47:33.422252,right,0,2,heart,0.60859,0.4375,0.05781,0.11389,0.1085899999999999,-0.0625,8.697894343277218,5.3936555150574925,0,0,1.121,0.0
13:47:33.632318,right,1,2,heart,0.60391,0.44167,0.05781,0.11111,0.1039099999999999,-0.0583299999999999,8.247907124290402,5.015506870681313,0,0,1.331,0.0
13:47:33.841655,right,2,2,heart,0.58437,0.4625,0.05625,0.11389,0.0843699999999999,-0.0374999999999999,6.631304996607375,3.2773030090236905,0,0,1.54,0.0
13:47:34.047649,right,3,2,heart,0.575,0.47083,0.05625,0.11389,0.0749999999999999,-0.0291699999999999,5.94501042203479,2.6759787209089674,0,0,1.746,0.0
13:47:34.256220,right,4,2,heart,0.56016,0.48333,0.05781,0.11111,0.0601599999999999,-0.01667,4.744288854356882,1.6596549698815424,0,0,1.955,0.0
13:47:34.469896,right,5,2,heart,0.54844,0.49167,0.05625,0.11111,0.04844,-0.00833,3.8338117707266774,1.0155048338458528,0,0,2.168,0.0
13:47:34.681554,right,6,2,heart,0.53828,0.49722,0.05781,0.11111,0.0382799999999999,-0.00278,3.0360111764966153,0.5849016240387312,0,0,2.38,0.0
13:47:34.889671,right,7,2,heart,0.53281,0.5,0.05625,0.11111,0.03281,0.0,2.6268247534812694,0.3752924146346283,0,0,2.588,0.0
13:47:35.097806,right,8,2,heart,0.52734,0.50278,0.05781,0.11111,0.02734,0.00278,2.1949173893168186,0.1523149319471253,0,0,2.796,0.0
13:47:35.305160,right,9,2,heart,0.52188,0.50278,0.05625,0.11111,0.02188,0.00278,1.7626035936026117,0.1650952096509929,0,0,3.004,0.0
13:47:35.512341,right,10,2,heart,0.51875,0.50278,0.05625,0.11111,0.01875,0.00278,1.527312413705442,0.1645192465353008,0,0,3.211,0.0
13:47:35.721560,right,11,2,heart,0.51562,0.50417,0.05625,0.11389,0.0156199999999999,0.00417,1.2803275353934804,0.0458030335049296,0,0,3.42,0.0
13:47:35.921938,right,12,2,heart,0.5125,0.50417,0.05625,0.10833,0.0124999999999999,0.00417,1.0326221409232248,0.0516112283730501,0,0,3.621,0.0
