acc_x,acc_y,acc_z,esc_angle,esc_speed,esc_state,gyro_x,gyro_y,gyro_z,pitch,pos_x,pos_y,pos_z,roll,status_0,status_1,status_10,status_2,status_3,status_4,status_5,status_6,status_7,status_8,status_9,timestamp,yaw
-0.0304,-0.00594,0.01253,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.17835,0.0103,-1.02241,-1.36,0.11299,0.00433,0.0,-1.05,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:13.662,1.92
0.02593,0.02887,-0.00516,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.14578,0.04036,-1.03743,-1.13,0.36331,0.01676,0.0,-1.01,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:14.663,1.86
-0.00772,0.00108,0.03553,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.01316,-0.00435,-1.00476,-1.26,0.59554,0.02616,0.0,-1.12,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:15.676,1.96
-0.01575,0.01359,0.05392,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.01017,0.00501,-1.01331,-1.29,0.65952,0.02955,0.0,-1.17,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:16.679,2.0
-0.03306,-0.00249,0.7463,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.02039,0.0237,-1.03344,-0.58,0.6606,0.0294,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:17.680,50.0
-0.01375,0.00017,0.21837,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.03049,0.11099,-1.00473,0.47,0.66425,0.03003,0.0,-2.33,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:18.696,90.57
-0.0056,0.00485,0.01928,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.00606,0.01333,-1.01016,0.47,0.66122,0.03067,0.0,-2.33,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:19.701,90.71
0.06371,-0.01932,0.01827,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.15373,0.02732,-1.02103,0.33,0.65589,0.17519,0.0,-2.22,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:20.703,90.53
-0.04354,0.02031,0.04676,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.08216,-0.04838,-1.02076,0.6,0.65082,0.42181,0.0,-2.23,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:21.706,90.64
-0.01013,0.01882,0.02054,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.02178,0.01681,-1.00169,0.49,0.65093,0.62135,0.0,-2.34,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:22.709,90.44
