acc_x,acc_y,acc_z,esc_angle,esc_speed,esc_state,gyro_x,gyro_y,gyro_z,pitch,pos_x,pos_y,pos_z,roll,status_0,status_1,status_10,status_2,status_3,status_4,status_5,status_6,status_7,status_8,status_9,timestamp,yaw
-0.0037,0.00132,0.01963,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.01498,0.0124,-1.011,0.54,0.6512,0.62707,0.0,-2.35,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:23.723,90.48
-0.02455,-0.04536,0.76011,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.00221,0.02322,-1.03248,1.42,0.65304,0.63015,0.0,-1.78,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:24.738,129.45
-0.0096,-0.0055,0.76862,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.00463,0.00061,-1.01066,1.77,0.64958,0.63046,0.0,-0.74,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:25.744,175.53
-0.00534,0.00421,0.02112,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.00103,0.00446,-1.00999,1.78,0.65965,0.62777,0.0,-0.69,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:26.759,179.02
0.01822,-0.04724,0.02982,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.08257,0.0435,-1.05089,1.59,0.5529,0.62582,0.0,-0.58,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:27.766,178.76
-0.03996,-0.00167,0.00349,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.10925,0.00964,-1.0131,2.0,0.25785,0.62517,0.0,-0.72,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:28.773,178.97
-0.02644,-0.01054,0.02108,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.02507,0.00121,-1.01209,1.89,0.05896,0.6311,0.0,-0.74,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:29.775,178.64
-0.00678,-0.01793,0.37975,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.03326,-0.09328,-1.00119,1.84,0.04359,0.63253,0.0,-0.83,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:30.776,178.63
0.00763,-0.03463,0.67197,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.00304,0.01966,-1.02912,0.94,0.04176,0.62952,0.0,0.67,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:31.789,-137.3
-0.01646,-0.013,0.17441,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.02719,0.0956,-1.00844,-0.5,0.04291,0.62671,0.0,0.94,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:32.790,-96.03
-0.00511,0.00454,0.01673,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.00265,0.0079,-1.01201,-0.73,0.04576,0.62219,0.0,1.07,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:33.808,-93.01
0.02752,-0.02941,0.0334,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.15721,0.00447,-1.01208,-0.93,0.0393,0.47728,0.0,1.22,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:34.808,-93.18
0.02021,-0.05549,0.01902,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",0.07179,0.02435,-1.0121,-0.88,0.03209,0.26002,0.0,1.24,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:35.825,-93.08
0.0033,0.00641,0.02075,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.01847,0.00212,-0.99506,-0.57,0.0172,0.03304,0.0,1.18,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:36.842,-93.11
-0.00506,-0.00434,0.78688,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.08871,-0.16218,-1.02249,-0.56,0.01105,-0.07605,0.0,1.26,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:37.855,-93.14
0.00872,0.00636,0.8268,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.02683,-0.01453,-0.99207,-1.69,0.01196,-0.07712,0.0,0.36,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:38.870,-54.2
0.0203,-0.04353,0.72394,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.00718,0.03286,-1.01995,-1.94,0.01498,-0.07457,0.0,-1.38,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:39.872,-8.22
-0.0054,0.00525,0.01874,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.00443,0.01545,-1.0112,-1.91,0.01436,-0.0742,0.0,-1.46,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:40.876,-4.3
-0.00759,0.00301,0.01533,"[20909, 31400, 24849, 15611]","[1, -2, -4, 4]","[0, 0, 0, 0]",-0.00261,0.01265,-1.01116,-1.91,0.01298,-0.07527,0.0,-1.46,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:11:41.881,-4.3
