acc_x,acc_y,acc_z,esc_angle,esc_speed,esc_state,gyro_x,gyro_y,gyro_z,pitch,pos_x,pos_y,pos_z,roll,status_0,status_1,status_10,status_2,status_3,status_4,status_5,status_6,status_7,status_8,status_9,timestamp,yaw
0.02505,0.04763,0.05852,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.07946,-0.01711,-1.01589,-0.87,0.34869,0.00214,0.0,-0.46,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:36.785,0.28
-0.00588,0.00685,0.03044,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.02037,0.01617,-1.00944,-0.91,0.59118,0.00468,0.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:37.802,0.2
-0.02152,0.01152,0.72796,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.01735,0.01221,-1.01426,-0.97,0.6042,0.00443,0.0,-0.68,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:38.817,11.91
-0.01453,0.00287,0.73433,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.00047,0.03613,-1.00482,-0.58,0.60703,0.00496,0.0,-1.51,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:39.819,57.46
-0.00844,0.00495,0.01576,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.00416,0.01488,-1.01078,-0.1,0.60415,0.00894,0.0,-1.87,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:40.821,88.99
-0.0261,-0.12512,0.17479,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.06555,-0.0271,-1.07352,0.01,0.60509,0.06641,0.0,-1.76,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:41.825,88.59
0.02458,0.02564,0.05707,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.14631,0.01091,-0.97722,0.08,0.61233,0.52979,0.0,-1.96,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:42.826,88.86
-0.00381,0.00365,0.02775,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.00467,0.0104,-1.00883,0.07,0.61248,0.60684,0.0,-1.99,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:43.826,88.97
-0.04453,-0.01174,0.85622,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.00728,0.00348,-1.01976,0.62,0.61431,0.595,0.0,-1.9,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:44.832,119.49
-0.00268,-0.00409,0.75094,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.00279,-0.01235,-1.00392,1.33,0.6102,0.59629,0.0,-1.32,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:45.834,163.22
-0.00668,0.00525,0.01746,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.00154,0.00472,-1.01114,1.41,0.6162,0.59562,0.0,-1.13,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:46.848,178.07
0.01486,0.01778,0.01228,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.13011,0.00614,-1.01817,1.22,0.38406,0.59979,0.0,-1.13,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:47.855,178.01
-0.01024,-0.01649,0.02125,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.01918,-0.02452,-1.02938,1.63,0.04183,0.61373,0.0,-1.24,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:48.864,177.95
-0.00494,0.00338,0.01726,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.00527,0.00476,-1.01174,1.62,0.02286,0.61415,0.0,-1.28,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:49.868,177.99
-0.02317,0.01191,0.8275,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.00837,0.00925,-1.01708,1.6,0.02107,0.6148,0.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:50.881,-143.06
-0.01473,0.00303,0.87225,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",0.01492,1e-05,-1.01559,0.84,0.02188,0.61276,0.0,0.54,0,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:51.889,-97.0
-0.0075,0.00419,0.02108,"[11445, 12552, 24330, 17414]","[-2, -2, -4, -3]","[0, 0, 0, 0]",-0.00258,0.00713,-1.01321,0.79,0.02477,0.59702,0.0,0.63,1,0,0,0,0,0,0,0,0,0,0,2025-07-08T11:07:52.892,-93.22
