acc_x,acc_y,acc_z,esc_angle,esc_speed,esc_state,gyro_x,gyro_y,gyro_z,pitch,pos_x,pos_y,pos_z,roll,status_0,status_1,status_10,status_2,status_3,status_4,status_5,status_6,status_7,status_8,status_9,timestamp,yaw
-0.01228,0.00592,0.85465,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.01269,-0.02275,-1.00619,25.93,-0.48263,0.68573,0.0,-4.77,0,0,0,1,1,0,0,0,0,0,0,2025-07-08T10:41:36.482,-110.13
-0.0036,0.0051,0.01935,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",-0.00013,0.00389,-1.01476,26.15,-0.47687,0.685,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:37.485,-98.2
-0.01352,-0.02467,0.02531,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.15851,0.01398,-1.0388,25.95,-0.49161,0.50266,0.0,0.28,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:38.490,-98.35
-0.01741,0.00755,0.00243,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.06335,0.01755,-1.02187,26.35,-0.54563,0.15801,0.0,0.19,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:39.504,-98.25
-0.00351,0.00507,0.01894,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.00883,0.00546,-1.01305,26.35,-0.55047,0.11307,0.0,0.09,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:40.505,-98.25
-0.00299,0.00721,0.6916,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.00607,-0.00757,-1.00465,21.93,-0.55223,0.11589,0.0,14.17,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:41.519,-64.56
-0.01571,0.01084,0.75514,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.00961,0.00371,-1.00778,5.15,-0.55248,0.11578,0.0,24.91,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:42.534,-20.36
-0.00692,0.00391,0.02036,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",-0.01149,0.00832,-1.01257,-0.16,-0.54479,0.11616,0.0,25.3,1,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:43.541,-9.49
-0.00705,0.06811,0.05959,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.1695,-0.03927,-0.98176,-0.23,-0.35463,0.07999,0.0,25.29,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:44.555,-9.61
-0.00162,0.0315,0.01875,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",-0.15637,0.02577,-1.00804,0.03,-0.00032,0.02323,0.0,25.25,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:45.571,-9.61
-0.00493,0.00588,0.0192,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",-0.00223,0.00743,-1.01345,0.05,0.01739,0.02065,0.0,25.28,1,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:46.573,-9.59
-0.00656,-0.02026,0.78371,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.00361,0.0228,-1.01979,-15.15,0.01843,0.02116,0.0,20.5,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:47.588,24.42
-0.01584,0.00561,0.82251,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",0.00947,-0.0088,-1.00301,-25.65,0.01676,0.02526,0.0,2.59,0,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:48.603,72.56
-0.00627,0.0019,0.01922,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",-0.00479,0.01323,-1.01363,-25.89,0.01204,0.02291,0.0,-0.23,1,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:49.619,78.94
-0.0081,0.00437,0.01997,"[16202, 26844, 11783, 31901]","[3, 5, 0, -3]","[0, 0, 0, 0]",-0.00326,0.01366,-1.01368,-25.89,0.01383,0.02224,0.0,-0.23,1,0,0,0,1,0,0,0,0,0,0,2025-07-08T10:41:50.620,78.94
